@params:Chorus Amount|Chorus On|Chorus Rate|Cut On|Decay Time|Density|Diffuse Level|Diffusion|Dry/Wet|ER Shape|ER Spin Amount|ER Spin On|ER Spin Rate|Flat On|Freeze On|HiFilter Freq|HiFilter On|HiFilter Type|HiShelf Gain|In Filter Freq|In Filter Width|In HighCut On|In LowCut On|LowShelf Freq|LowShelf Gain|LowShelf On|Predelay|Reflect Level|Room Size|Scale|Size Smoothing|Stereo Image
Small Tile:0.018415097147226334|1.0|0.1666666716337204|0.0|0.2538832128047943|0.0|0.9106502532958984|0.7857142686843872|0.19685038924217224|0.9841269850730896|0.3333333730697632|1.0|0.28346461057662964|0.0|0.0|0.571428656578064|1.0|0.0|0.2916666567325592|0.4092257618904114|0.5625|1.0|1.0|0.30612245202064514|0.2500000298023224|1.0|0.10328147560358047|0.7819422483444214|0.023622050881385803|1.0|2.0|0.8730000257492065
Snare Room:0.002506265649572015|0.0|0.10369296371936798|0.0|0.31413534283638|3.0|0.49356332421302795|1.0|1.0|1.0|0.7083333134651184|0.0|0.2575758099555969|0.0|0.0|0.9285714626312256|1.0|0.0|0.6875|0.8939393162727356|0.5208333730697632|1.0|0.0|0.2271994799375534|0.6875|0.0|0.482046902179718|0.3449578881263733|0.4034511148929596|1.0|2.0|0.8333333134651184
Space Reverb:0.03654525429010391|1.0|0.8181818127632141|0.0|0.8031495809555054|0.0|0.9542872309684753|0.4173228144645691|0.20000000298023224|0.8809523582458496|0.0833333432674408|1.0|0.3181818127632141|0.0|0.0|0.4489796459674835|1.0|0.0|0.4791666567325592|0.5826771855354309|0.45833340287208557|1.0|1.0|0.3979591429233551|0.1874999850988388|1.0|0.8582677245140076|0.932217538356781|1.0|1.0|2.0|0.8897499442100525
Spacious:0.002506265649572015|0.0|0.10369296371936798|1.0|0.47478148341178894|3.0|0.49356332421302795|0.5714285373687744|1.0|0.7142857313156128|0.5833333134651184|1.0|0.40909090638160706|1.0|0.0|0.8046875|1.0|0.0|0.625|0.7272727489471436|0.4166666567325592|1.0|0.0|0.346938818693161|0.5625|1.0|0.6588259935379028|1.0|0.8151329159736633|1.0|2.0|0.8333333134651184
Stadium:0.002506265649572015|0.0|0.10369296371936798|1.0|0.5252186059951782|3.0|0.5556497573852539|0.08237747102975845|1.0|1.0|0.7291666865348816|1.0|0.1363636702299118|1.0|0.0|0.7346938848495483|1.0|0.0|0.5000000596046448|0.7575756907463074|0.5416666269302368|1.0|0.0|0.2271994799375534|0.6875|0.0|0.7857142686843872|0.3449578881263733|0.6728197932243347|0.8947368264198303|2.0|0.8333333134651184
Standard Room:0.002506265649572015|0.0|0.10369296371936798|1.0|0.2636983096599579|3.0|0.49356332421302795|0.6246089935302734|1.0|0.375|0.7083333134651184|1.0|0.2575758099555969|1.0|0.0|0.8265306353569031|1.0|0.0|0.5833333730697632|0.8484848141670227|0.3125|1.0|0.0|0.2271994799375534|0.6875|0.0|0.5576757788658142|0.49356332421302795|0.4034511148929596|0.944444477558136|2.0|0.8333333134651184
Storage Space:0.18546363711357117|1.0|0.4690614938735962|1.0|0.4015747904777527|1.0|0.6141732335090637|0.18897637724876404|1.0|0.5|0.6544755101203918|1.0|0.48569256067276|1.0|0.0|0.8102340698242188|1.0|0.0|0.3374999761581421|0.2469135820865631|0.5531914830207825|0.0|1.0|0.2271994799375534|0.6875|0.0|0.6850393414497375|0.4094488322734833|0.18897637724876404|0.3684210479259491|2.0|0.17322833836078644
Tile Room:0.002506265649572015|0.0|0.10369296371936798|1.0|0.3174603581428528|3.0|0.4920635521411896|0.8253967761993408|1.0|0.0|0.7083333134651184|1.0|0.2575758099555969|1.0|0.0|0.9183673858642578|1.0|0.0|0.75|0.7578124403953552|0.4166666567325592|0.0|0.0|0.2271994799375534|0.6875|0.0|0.28831419348716736|0.49356332421302795|0.3372792899608612|0.7777777314186096|2.0|0.8333333134651184
Venus Bright:0.03654525429010391|0.0|0.8181818127632141|0.0|0.30667370557785034|0.0|1.0|0.43691346049308777|0.25|0.5873016119003296|0.1458333283662796|1.0|0.027201684191823006|0.0|0.0|0.8265306353569031|1.0|0.0|0.1458333283662796|0.40953099727630615|0.4791666567325592|1.0|1.0|0.5102041363716125|0.625|1.0|0.12687161564826965|0.9883594512939453|0.515883207321167|0.761904776096344|2.0|0.8968333601951599
Vocal Hall:0.15164367854595184|1.0|0.5|1.0|0.47478148341178894|3.0|0.49356332421302795|0.4681960344314575|1.0|1.0|0.5833333134651184|0.0|0.40909090638160706|1.0|0.0|0.8163265585899353|1.0|0.0|0.6666666865348816|0.7424241900444031|0.4583333432674408|1.0|0.0|0.2857142984867096|0.5000000596046448|1.0|0.8356049060821533|0.3449578881263733|0.7915151119232178|1.0|2.0|0.8333333134651184
Vocal Space:0.10349586606025696|1.0|0.9090909361839294|0.0|0.4881889522075653|0.0|0.9213718175888062|0.4365079402923584|0.20000000298023224|0.6428571343421936|0.1666666567325592|1.0|0.43939393758773804|0.0|0.0|0.8061224818229675|1.0|0.0|0.3124999701976776|0.5000567436218262|0.6875|1.0|1.0|0.346938818693161|0.3124999701976776|1.0|0.38582679629325867|0.8291797041893005|0.515883207321167|0.357142835855484|2.0|0.9921666383743286
Warm Reverb Long:0.029577599838376045|1.0|0.8024691343307495|1.0|0.5963056087493896|1.0|0.49356332421302795|1.0|1.0|0.5|0.4468085467815399|1.0|0.4691358208656311|1.0|0.0|0.6173912882804871|1.0|0.0|0.6170213222503662|0.6913580894470215|0.8936170935630798|1.0|1.0|0.2271994799375534|0.6875|0.0|0.6587302088737488|0.49356332421302795|0.7460318207740784|0.3968254029750824|2.0|0.3095237910747528
Wide Ambience:0.025737572461366653|0.0|0.7283950448036194|0.0|0.5396826267242432|1.0|0.365079402923584|0.5952380895614624|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.582608699798584|1.0|0.0|0.6170213222503662|0.444444477558136|0.2978723645210266|1.0|1.0|0.3391304314136505|0.7021276354789734|1.0|0.761904776096344|1.0|0.6666666865348816|0.0158730186522007|2.0|1.0
Wooden Hall:0.04173703119158745|0.0|0.5303030014038086|0.0|0.46268558502197266|3.0|0.6253118515014648|0.3117831349372864|1.0|1.0|0.5833333134651184|0.0|0.40909090638160706|0.0|0.0|0.704081654548645|1.0|0.0|0.3541666865348816|0.7272727489471436|0.4166666567325592|1.0|0.0|0.2271994799375534|0.6875|0.0|0.7703611254692078|0.30578404664993286|0.8676563501358032|0.3684210479259491|2.0|0.8333333134651184
Wooden Room:0.002506265649572015|0.0|0.10369296371936798|1.0|0.24630510807037354|3.0|0.5556497573852539|0.8331595659255981|1.0|0.30158731341362|0.7291666865348816|1.0|0.1363636702299118|1.0|0.0|0.7755101919174194|1.0|0.0|0.2916666567325592|0.6515150666236877|0.5625|1.0|0.0|0.2271994799375534|0.6875|0.0|0.3174603283405304|0.7034740447998047|0.35724779963493347|1.0|2.0|0.8333333134651184
