@params:LFO 1 Amt A|LFO 1 Amt B|LFO 1 Depth|LFO 1 Depth < Vel|LFO 1 Dest A|LFO 1 Dest B|LFO 1 Offset|LFO 1 On/Off|LFO 1 Rate|LFO 1 Rate < Key|LFO 1 Retrigger|LFO 1 Shape|LFO 1 Sync|LFO 1 Sync Rate|LFO 2 Amt A|LFO 2 Amt B|LFO 2 Depth|LFO 2 Depth < Vel|LFO 2 Dest A|LFO 2 Dest B|LFO 2 Offset|LFO 2 On/Off|LFO 2 Rate|LFO 2 Rate < Key|LFO 2 Retrigger|LFO 2 Shape|LFO 2 Sync|LFO 2 Sync Rate|MW Amt A|MW Amt B|MW Dest A|MW Dest B|Mallet Noise Amount|Mallet Noise Amount < Key|Mallet Noise Amount < Vel|Mallet Noise Color|Mallet On/Off|Mallet Stiffness|Mallet Stiffness < Key|Mallet Stiffness < Vel|Mallet Volume|Mallet Volume < Key|Mallet Volume < Vel|Noise Attack|Noise Decay|Noise Filter Freq|Noise Filter Q|Noise Filter Type|Noise Freq < Env|Noise Freq < Key|Noise Freq < Vel|Noise On/Off|Noise Release|Noise Sustain|Noise Volume|Noise Volume < Key|Noise Volume < Vel|Note PB Range|PB Amt A|PB Dest A|PB Range|Press Amt A|Press Amt B|Press Dest A|Press Dest B|Res 1 Bleed|Res 1 Brightness|Res 1 Decay|Res 1 Decay < Key|Res 1 Decay < Vel|Res 1 Fine Tune|Res 1 Hit|Res 1 Hit < Random|Res 1 Inharmonics|Res 1 Inharmonics < Vel|Res 1 Listening L|Res 1 Listening R|Res 1 Material|Res 1 Material < Key|Res 1 Material < Vel|Res 1 Off Decay|Res 1 On/Off|Res 1 Opening|Res 1 Opening < Vel|Res 1 Pan|Res 1 Pan < Key|Res 1 Pitch Env.|Res 1 Pitch Env. < Vel|Res 1 Pitch Env. Time|Res 1 Quality|Res 1 Radius|Res 1 Radius < Key|Res 1 Radius < Vel|Res 1 Ratio|Res 1 Tune|Res 1 Tune < Key|Res 1 Type|Res 1 Volume|Res 2 Bleed|Res 2 Brightness|Res 2 Decay|Res 2 Decay < Key|Res 2 Decay < Vel|Res 2 Fine Tune|Res 2 Hit|Res 2 Hit < Random|Res 2 Inharmonics|Res 2 Inharmonics < Vel|Res 2 Listening L|Res 2 Listening R|Res 2 Material|Res 2 Material < Key|Res 2 Material < Vel|Res 2 Off Decay|Res 2 On/Off|Res 2 Opening|Res 2 Opening < Vel|Res 2 Pan|Res 2 Pan < Key|Res 2 Pitch Env.|Res 2 Pitch Env. < Vel|Res 2 Pitch Env. Time|Res 2 Quality|Res 2 Radius|Res 2 Radius < Key|Res 2 Radius < Vel|Res 2 Ratio|Res 2 Tune|Res 2 Tune < Key|Res 2 Type|Res 2 Volume|Retrigger|Slide Amt A|Slide Amt B|Slide Dest A|Slide Dest B|Structure|Voices|Volume
Resonant Casing:2.5|2.5|0.2109375|0.0|6.0|0.0|22.5|1.0|0.578125|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.9609375|0.0|11.0|0.0|0.0|0.0|0.4765625|0.0|1.0|2.0|0.0|4.0|2.5|2.5|0.0|0.0|0.359375|0.0|5.0|0.328125|1.0|0.5703125|0.0|3.828125|0.6984127163887024|0.0|3.75|0.04838709533214569|0.234375|0.6428571343421936|0.0|0.0|1.5079364776611328|0.0|0.0|1.0|0.5|0.109375|0.682539701461792|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.6507936716079712|0.1428571492433548|0.625|-0.4375|0.859375|0.0|0.3125|0.859375|0.0476190485060215|0.0|0.796875|0.2936508059501648|-0.8693749904632568|0.0|0.0|0.234375|1.0|0.0|0.0|-0.20000000298023224|0.0|-0.1587301641702652|0.0|0.2421875|3.0|0.375|0.0|0.0|0.4920634925365448|-12.0|1.0|2.0|0.6904761791229248|0.5|1.0|0.1875|0.0|2.109375|0.0|0.6507936716079712|0.765625|1.0|0.0|0.4682539701461792|0.8888888955116272|-1.0|0.0|-5.0|0.0|1.0|1.0|0.0|-0.20000000298023224|0.0|0.0|0.0|0.0|3.0|0.5|0.0|0.0|0.3203125|24.0|1.0|2.0|0.3571428656578064|1.0|2.5|2.5|0.0|0.0|1.0|4.0|0.33456844091415405
Run For cover:2.8125|-0.234375|0.53125|0.0|3.0|15.0|0.0|1.0|0.953125|0.0|1.0|2.0|0.0|4.0|1.171875|0.3125|0.5|0.0|2.0|14.0|0.0|1.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.5|0.0|0.0|0.5|0.0|0.5|0.0|0.0|0.5|0.0|0.0|0.5967742204666138|1.0|0.4485294222831726|0.42105263471603394|2.0|0.0|0.0|0.0|1.0|0.35483869910240173|0.5952380895614624|0.7460317611694336|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|0.0|0.42105263471603394|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|-0.02127659320831299|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|-12.0|1.0|2.0|0.6349206566810608|0.0|0.0|0.27368420362472534|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|-0.10638296604156494|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|7.0|1.0|2.0|0.4523809552192688|1.0|2.5|2.5|0.0|0.0|1.0|4.0|0.5552381277084351
Slow Pad:5.0|2.5|0.5|0.0|7.0|0.0|0.0|0.0|0.7265625|0.0|1.0|5.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|1.328125|2.5|8.0|0.0|0.0|0.0|0.0|0.6484375|0.0|0.6984126567840576|0.8125|2.1875|0.4920634925365448|0.0|2.1875|0.8798363208770752|0.8548387289047241|0.5625|0.15625|0.0|0.0|0.0|2.25|1.0|0.6937624216079712|1.0|0.5158730149269104|0.0|2.34375|48.0|0.78125|0.0|5.0|2.5|2.5|3.0|0.0|0.0|0.0952380895614624|0.5684210658073425|0.0|0.0|0.0|0.6507936716079712|0.0|0.0|0.0|0.1031746044754982|0.89682537317276|0.109375|0.21875|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.6746031641960144|1.0|0.359375|0.0|0.0|0.0|0.0|1.0|2.0|0.5093749761581421|0.0|0.20634925365447998|0.2631579041481018|0.0|0.0|0.0|0.7460317611694336|0.0|0.0|0.0|0.1015625|0.89682537317276|0.1875|0.0|0.0|0.0|1.0|0.6746031641960144|1.015625|0.0|0.0|0.0|0.0|0.5|1.0|0.1171875|0.0|0.0|0.0|32.0|1.0|3.0|0.4039062559604645|1.0|2.5|2.5|0.0|0.0|1.0|8.0|0.5241854786872864
Steampunker:2.5|2.5|0.078125|2.109375|3.0|6.0|0.0|1.0|0.5|0.0|1.0|0.0|1.0|15.0|1.015625|2.5|0.5|0.0|2.0|0.0|0.0|1.0|0.5|0.0|1.0|4.0|1.0|17.0|2.5|2.5|0.0|0.0|0.5|0.0|0.0|0.5|0.0|0.5|0.0|0.0|0.5|0.0|0.0|0.6451612710952759|0.774193525314331|0.6029411554336548|0.28947368264198303|0.0|0.0|0.0|4.5|1.0|0.6612903475761414|1.0|0.5|0.0|0.0|48.0|2.5|0.0|2.0|2.5|2.5|0.0|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|0.0|1.0|4.0|0.5|0.0|0.0|0.5|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|0.0|-0.1875|-0.234375|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|3.0|0.5|0.0|0.0|0.0|12.0|1.0|3.0|0.5|0.0|2.5|2.5|0.0|0.0|1.0|4.0|0.6463492512702942
The Digital Age:2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.5|0.0|2.03125|0.5|1.0|0.5|0.0|0.546875|0.5|0.0|2.03125|0.0|0.20000000298023224|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.20000000298023224|0.0|0.5|0.0|0.0|48.0|2.5|0.0|2.0|2.5|2.5|0.0|0.0|0.0|0.0|0.6421052813529968|0.0|0.0|6.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|-0.06382977962493896|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|-0.158730149269104|0.0|0.2857142984867096|2.0|0.5|0.0|0.0|0.0|0.0|1.0|2.0|0.5|0.0|0.0|0.6484375|0.0|0.0|-9.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|0.0|1.0|2.0|0.5|0.0|2.5|2.5|0.0|0.0|1.0|2.0|0.5952380895614624
Toy Piano Bells:2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.0|0.0|0.0|0.4523809552192688|1.0|0.5396825671195984|0.0|0.0|0.5440228581428528|0.0|0.0|0.2578125|0.16129031777381897|0.2539682388305664|0.4453125|2.0|5.0|1.0|0.0|1.0|0.4609375|0.0|1.0|-0.34375|2.3209891319274902|0.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|0.0|0.5260416865348816|0.0|1.015625|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.234375|0.0|0.0|0.5|1.0|0.5|0.0|0.0|0.0|0.0|1.0|0.0|0.460317462682724|0.0|0.5079365372657776|0.19895397126674652|0.0|0.7578740119934082|0.0|0.5|0.0|0.6096063256263733|0.0|0.10000000149011612|0.8999999761581421|-0.06382978707551956|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|12.0|1.0|1.0|0.6984126567840576|1.0|2.5|2.5|0.0|0.0|0.0|3.0|0.3333333432674408
Toy Piano:2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.5|0.0|1.09375|0.5|1.0|0.5|0.0|0.78125|0.5|0.0|2.65625|0.0|0.20000000298023224|0.5|0.0|0.0|0.0|0.0|8.0|1.0|0.20000000298023224|0.0|0.5|0.0|1.328125|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|0.0|0.390625|0.0|0.0|0.0|0.5|0.0|-0.2222222089767456|0.0|0.10000000149011612|0.8999999761581421|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|12.0|1.0|1.0|0.5|0.0|0.20634925365447998|0.4296875|0.0|0.0|0.0|0.5|0.0|-0.4126983880996704|0.0|0.10000000149011612|0.8999999761581421|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.17460322380065918|3.90625|0.230158731341362|2.0|0.5|0.0|0.0|0.0|0.0|1.0|0.0|0.5|0.0|2.5|2.5|0.0|0.0|1.0|2.0|0.6507936716079712
Tube Bass:1.328125|0.0|0.234375|0.0|13.0|0.0|241.875|1.0|0.796875|0.0|0.0|2.0|1.0|14.0|2.65625|2.5|0.359375|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|1.0|17.0|2.5|2.5|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.7063491940498352|0.0|0.0|0.8515625|0.0|0.0|0.0|0.5322580933570862|0.15441176295280457|0.4736842215061188|3.0|0.0|0.0|0.0|1.0|0.0|0.0|0.682539701461792|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|1.0|0.6953125|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.3730158805847168|0.2142857164144516|1.0|0.0|0.0|0.0|0.0|0.658730149269104|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|12.0|1.0|3.0|1.0|0.0|-0.920634925365448|0.5859375|0.0|0.0|43.0|0.0317460335791111|0.0|1.0|0.0|0.6269841194152832|0.5634920597076416|0.28125|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|3.0|0.978723406791687|2.0|0.0|0.460317462682724|-12.0|1.0|6.0|0.4523809552192688|0.0|2.5|2.5|0.0|0.0|1.0|0.0|0.30126988887786865
Tube Harp:1.25|2.5|0.1015625|2.96875|13.0|0.0|0.0|1.0|0.8046875|0.0|1.0|2.0|0.0|4.0|3.984375|2.5|0.5390625|0.0|13.0|0.0|0.0|0.0|0.578125|0.0|1.0|2.0|0.0|4.0|2.5|2.5|0.0|0.0|0.460317462682724|0.0|2.03125|0.5396825671195984|1.0|0.546875|0.0|3.515625|0.6507936716079712|0.0|3.4375|0.0|0.29032257199287415|0.578125|0.7105262875556946|0.0|0.0|0.0|0.0|0.0|0.40625|0.0|0.5634920597076416|0.0|3.203125|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.4761904776096344|0.0476190485060215|0.4453125|0.0|3.359375|0.0|0.65625|0.0|0.0|0.0|0.0|0.0396825410425663|-0.578125|0.0|0.0|0.6015625|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.7890625|0.0|-5.0|1.0|0.0|1.0|6.0|0.5|0.0|1.0|0.6484375|0.0|2.96875|0.0|0.5158730149269104|0.1484375|0.0|0.859375|0.7936508059501648|0.5079365372657776|-1.0|0.0|0.0|0.1953125|1.0|0.0|0.0|0.0|0.0|0.0|1.953125|0.1825396865606308|3.0|0.1015625|0.0|0.0|0.0|0.0|1.0|2.0|0.4444444477558136|1.0|2.5|2.5|0.0|0.0|0.0|4.0|0.5
Vibes Basic:2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.5873016119003296|0.0|3.070866107940674|1.0|1.0|0.7142857313156128|0.125|0.625|0.920634925365448|-0.90625|3.070866107940674|0.0|0.3870967626571655|0.5882353186607361|0.8947368264198303|0.0|0.0|0.0|0.0|0.0|0.20000000298023224|0.0|0.738095223903656|-0.40625|3.070866107940674|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|0.02362203598022461|0.658730149269104|-0.5|0.0|0.0|1.0|0.1328125|-0.0787401795387268|0.546875|0.1796875|0.8999999761581421|-0.6220471858978271|0.0|0.0|0.296875|1.0|1.0|0.0|0.0|0.0|0.0063492064364254475|0.390625|0.4126984179019928|3.0|0.5|0.0|0.0|0.0|0.0|1.0|1.0|0.5|0.0|0.0|0.4453125|-0.40625|0.0|0.0|0.0634920671582222|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|-1.0|0.0|0.0|0.3984375|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|0.0|0.5|0.0|0.0|0.0|12.0|1.0|1.0|0.6269841194152832|1.0|2.5|2.5|0.0|0.0|0.0|6.0|0.22634921967983246
Vibes Bright:0.0|2.5|0.75|0.0|13.0|0.0|25.3125|1.0|0.7890625|0.0|1.0|0.0|0.0|4.0|1.09375|2.5|0.0|0.0|11.0|0.0|0.0|1.0|0.6953125|0.0|1.0|0.0|0.0|4.0|5.0|2.5|0.0|0.0|1.0|0.0|4.84375|0.7777777910232544|1.0|0.84375|1.40625|-0.390625|0.5555555820465088|0.0|2.5|0.0|0.28125|0.0|0.640625|3.0|0.0|0.0|0.0|0.0|0.3515625|0.0|0.8571428656578064|0.0|1.171875|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|1.0|1.0|0.6640625|0.21875|0.0|0.0|0.0|0.0|0.0|0.0|0.5396825671195984|0.7857142686843872|-1.0|-0.3125|0.0|0.1484375|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.375|0.0|0.0|1.0|0.0|1.0|1.0|0.5634920597076416|0.0|-1.0|0.7265625|0.0|0.0|0.0|0.2380952388048172|0.0|0.0|0.0|0.6984127163887024|0.5555555820465088|-0.546875|-0.90625|0.0|0.3671875|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.90625|0.0|0.0|0.0|0.0|1.0|1.0|0.7301587462425232|1.0|2.5|2.5|0.0|0.0|1.0|3.0|0.33456844091415405
Vibes Mellow:0.625|2.5|0.28125|0.390625|13.0|0.0|25.3125|1.0|0.875|0.0|1.0|0.0|0.0|4.0|1.09375|2.5|0.5703125|0.0|6.0|0.0|0.0|1.0|0.671875|0.0|1.0|0.0|0.0|4.0|5.0|2.5|0.0|0.0|0.6904761791229248|0.0|2.734375|0.28125|1.0|0.8650793433189392|0.0|3.984375|0.7222222089767456|0.0|3.0|0.09677419066429138|0.4032258093357086|0.7941176295280457|0.3684210479259491|1.0|0.0|1.34375|0.0|0.0|0.40625|0.0|0.5396825671195984|0.0|5.0|48.0|2.5|0.0|5.0|0.703125|2.5|14.0|15.0|0.8828125|-1.0|0.65625|-0.28125|1.5625|0.0|0.6269841194152832|0.4765625|0.0|0.0|0.3968254029750824|0.6746031641960144|-1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.375|0.0|0.0|1.0|0.0|1.0|1.0|0.60317462682724|0.4285714328289032|-1.0|0.671875|0.0|2.65625|0.0|0.0|0.0|1.0|0.0|0.2890625|0.65625|-0.640625|0.0|2.421875|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.90625|0.0|0.0|0.0|0.0|1.0|1.0|0.4285714328289032|1.0|2.5|2.5|0.0|0.0|1.0|4.0|0.4365079402923584
Vibes Modulated:2.8125|2.5|0.5|0.0|13.0|0.0|0.0|1.0|0.7265625|0.0|1.0|0.0|0.0|4.0|3.4375|2.5|0.9609375|0.0|6.0|0.0|0.0|1.0|0.765625|0.0|1.0|6.0|0.0|4.0|2.5|2.5|0.0|0.0|0.109375|0.0|0.0|0.0|1.0|0.8125|0.0|3.984375|0.60317462682724|0.0|5.0|0.09677419066429138|0.4032258093357086|0.7941176295280457|0.3684210479259491|1.0|0.0|1.34375|0.0|0.0|0.40625|0.0|0.5396825671195984|0.0|5.0|48.0|2.5|0.0|5.0|1.484375|0.3125|14.0|15.0|0.7301587462425232|0.0|0.75789475440979|-0.375|0.859375|0.0|0.7301587462425232|0.5|0.0|0.0|0.7301587462425232|0.3333333432674408|-0.46875|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.375|0.0|0.0|1.0|0.0|1.0|1.0|0.5158730149269104|0.0317460335791111|-0.8730158805847168|0.28125|-1.28125|0.0|0.0|1.0|1.0|0.01587301678955555|3.046875|0.453125|0.7301587462425232|-1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.1587301641702652|3.75|0.0555555559694767|3.0|0.90625|0.0|0.0|0.0|12.0|2.0|3.0|0.2142857164144516|1.0|2.5|2.5|0.0|0.0|0.0|3.0|0.3888888955116272
Xylophone Basic:2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.4444444477558136|0.0|0.0|0.3359375|1.0|0.9365079402923584|0.0|0.0|0.7063491940498352|0.0|1.496875286102295|0.0|0.20000000298023224|0.7279411554336548|0.3684210479259491|0.0|0.0|0.0|0.0|0.0|0.20000000298023224|0.0|0.5|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|0.6666666865348816|0.34468746185302734|-0.11749996989965439|0.0|0.0|0.4841269850730896|0.4375|-0.1269841343164444|0.0|0.2578125|0.8730158805847168|-0.765625|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|3.0|0.5|0.0|0.0|0.0|0.0|1.0|1.0|0.5|0.2777777910232544|0.095238097012043|0.5859375|-1.2737500667572021|0.0|0.0|0.5|0.4375|0.0634920671582222|0.0|0.2578125|0.9682539701461792|-0.96875|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|0.0|1.0|1.0|0.5|0.0|2.5|2.5|0.0|0.0|1.0|4.0|0.7125396728515625
Xylophone Dark:2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.7063491940498352|0.0|5.0|0.15748031437397003|1.0|0.5873016119003296|-0.03125|0.0|0.7222222089767456|-0.34375|3.28125|0.0|0.016129031777381897|0.8359375|1.0|2.0|5.0|0.0|0.0|1.0|0.20000000298023224|0.0|0.9921875|0.0|1.09375|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|0.0|0.45766812562942505|0.0|0.0|0.0|0.4682539701461792|0.8125|0.0|0.0|0.10000000149011612|0.8999999761581421|-0.9138779640197754|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|1.0|0.5|0.0|0.0|0.0|0.0|1.0|1.0|0.5|0.0|0.0|0.5|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|0.0|1.0|0.0|0.5|1.0|2.5|2.5|0.0|0.0|1.0|2.0|0.37269845604896545
