@params:A Amp A Slope|A Amp Attack|A Amp D Slope|A Amp Decay|A Amp Loop Mode|A Amp R Slope|A Amp Release|A Amp Sustain|A Detune|A Filter Drive|A Filter Filter Scale Aware|A Filter Freq|A Filter On|A Filter Q|A Filter Type|A Glide Mode|A Glide Time|A Keytracking|A LFO 1 FX 1 Scale|A LFO 1 FX 1 Type|A LFO 1 FX 2 Ramp|A LFO 1 FX 2 Type|A LFO 1 Fold|A LFO 1 Phase|A LFO 1 Rate|A LFO 1 Retrigger|A LFO 1 S. Rate|A LFO 1 Shape|A LFO 1 Sync|A LFO 1 Type|A LFO 2 Phase Offset|A LFO 2 Rate|A LFO 2 Retrigger|A LFO 2 S. Rate|A LFO 2 Sync|A LFO 2 Waveform|A Mod A Slope|A Mod Attack|A Mod D Slope|A Mod Decay|A Mod Final|A Mod Initial|A Mod Loop Mode|A Mod Peak|A Mod R Slope|A Mod Release|A Mod Sustain|A Octave|A On|A Osc Scale Aware|A Osc Shape|A Osc Tone|A Osc Type|A Pan|A Reset|A Reset To Voice Offset|A Tone Filter|A Transp Scale|A Transpose|A Volume|B Amp A Slope|B Amp Attack|B Amp D Slope|B Amp Decay|B Amp Loop Mode|B Amp R Slope|B Amp Release|B Amp Sustain|B Detune|B Filter Drive|B Filter Filter Scale Aware|B Filter Freq|B Filter On|B Filter Q|B Filter Type|B Glide Mode|B Glide Time|B Keytracking|B LFO 1 FX 1 Scale|B LFO 1 FX 1 Type|B LFO 1 FX 2 Ramp|B LFO 1 FX 2 Type|B LFO 1 Fold|B LFO 1 Phase|B LFO 1 Rate|B LFO 1 Retrigger|B LFO 1 S. Rate|B LFO 1 Shape|B LFO 1 Sync|B LFO 1 Type|B LFO 2 Phase Offset|B LFO 2 Rate|B LFO 2 Retrigger|B LFO 2 S. Rate|B LFO 2 Sync|B LFO 2 Waveform|B Mod A Slope|B Mod Attack|B Mod D Slope|B Mod Decay|B Mod Final|B Mod Initial|B Mod Loop Mode|B Mod Peak|B Mod R Slope|B Mod Release|B Mod Sustain|B Octave|B On|B Osc Scale Aware|B Osc Shape|B Osc Tone|B Osc Type|B Pan|B Reset|B Reset To Voice Offset|B Tone Filter|B Transp Scale|B Transpose|B Volume|Drive|Engine B Delay|Limiter On|Link Envelopes|Mono Legato|Scale Aware|Voice Spread|Volume
Death Kicks:0.5|0.0|0.75|0.3479538857936859|1.0|0.75|0.3479538857936859|0.6136363744735718|0.5|0.4609375|1.0|0.222222238779068|1.0|0.3828125|9.0|0.0|0.0|1.0|0.3174603283405304|11.0|0.5|12.0|0.0|0.0|0.37330862879753113|1.0|12.0|0.007936508394777775|0.0|1.0|0.0|0.3455050587654114|0.0|12.0|0.0|0.0|0.5|0.0|0.75|0.44944044947624207|0.0|0.0|1.0|1.0|0.75|0.0|0.0|0.0|1.0|1.0|0.5952380895614624|0.8888888955116272|16.0|0.5|1.0|1.0|0.6349206566810608|0.0|-12.0|0.6958314180374146|0.5|0.0|0.75|0.26096540689468384|1.0|0.75|0.13048270344734192|0.0|0.5|0.0|1.0|0.3174603581428528|1.0|0.0|15.0|0.0|0.0|1.0|0.2539682686328888|7.0|0.0|0.0|0.2857142984867096|0.0|0.0|1.0|15.0|0.0|0.0|0.0|0.0|0.18814945220947266|0.0|8.0|0.0|0.0|0.5|0.0|0.75|0.4204442799091339|0.0|0.0|1.0|0.1818181872367859|1.0|0.0|0.022727273404598236|0.0|1.0|1.0|0.7539682388305664|0.5158730149269104|14.0|0.5|1.0|1.0|0.5873016119003296|0.0|12.0|0.468621164560318|0.658730149269104|0.0|1.0|0.0|0.0|0.0|0.0|0.7585775256156921
Detuned String Machine:0.8695651888847351|0.4262295067310333|1.0|0.32786884903907776|0.0|0.8857142925262451|0.4098360538482666|0.760869562625885|0.5|0.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.6190476417541504|16.0|0.920634925365448|17.0|0.2222222238779068|0.0|0.2313804030418396|1.0|15.0|1.0|1.0|5.0|0.0|0.4160108268260956|0.0|15.0|1.0|5.0|0.5|0.0|0.5|0.4754098355770111|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.6349206566810608|0.0|0.0|0.5|1.0|1.0|0.5|0.0|0.0|0.6351351141929626|0.5|0.0|0.5|0.349747896194458|0.0|0.5|0.1866055279970169|1.0|0.5|0.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.2777777910232544|16.0|0.1111111119389534|14.0|0.0|0.0|0.1269841343164444|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.3888888955116272|0.1190476194024086|0.0|0.5|1.0|1.0|0.4126984179019928|0.0|0.0|0.6351351141929626|0.2109375|0.0|1.0|1.0|1.0|0.0|0.8515625|0.6125372052192688
Dont Laugh:0.5|0.0|0.5|0.349747896194458|0.0|0.5|0.1866055279970169|1.0|0.5|0.53125|1.0|1.0|0.0|0.3984375|11.0|1.0|0.2109375|1.0|0.420634925365448|6.0|0.5158730149269104|11.0|0.4523809552192688|0.0|0.1031745970249176|1.0|15.0|0.30158731341362|0.0|1.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.3333333432674408|0.13114753365516663|0.8837209343910217|0.31147539615631104|0.0|0.0|2.0|1.0|0.5|0.0|0.0|0.0|1.0|1.0|0.6666666865348816|0.0|12.0|0.5|1.0|0.0|0.5|0.0|0.0|0.6554054021835327|0.3478260934352875|0.515625|0.5|0.4140625|0.0|0.7941176295280457|0.390625|0.703125|0.5|0.75|1.0|0.1507936418056488|1.0|0.6875|16.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5227272510528564|0.7868852615356445|0.0|0.0|2.0|1.0|0.0|0.0|0.0|-2.0|1.0|1.0|0.682539701461792|0.8492063283920288|11.0|0.5|1.0|0.0|0.4285714328289032|0.0|0.0|0.6594594717025757|0.5390625|0.0|1.0|0.0|1.0|0.0|0.6484375|0.5754392743110657
Drivetime Sine:0.5|0.25|0.5|0.3442623019218445|0.0|1.0|0.515625|0.6739130616188049|0.5|0.0|1.0|0.6190476417541504|1.0|0.0|7.0|0.0|0.0|1.0|0.5|2.0|0.4444444477558136|11.0|0.0|0.0|0.2313804030418396|1.0|6.0|0.0|1.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.3606557250022888|0.5|0.4098360538482666|0.0|0.0|2.0|1.0|0.5|0.4296875|0.0|0.0|1.0|1.0|0.0555555559694767|0.0|0.0|0.5|1.0|0.0|0.5|0.0|0.0|0.7027119398117065|0.5|0.0|0.5|0.349747896194458|0.0|0.5|0.1866055279970169|1.0|0.5|0.0234375|1.0|0.5396825671195984|1.0|0.0|7.0|0.0|0.0|1.0|0.5|2.0|0.380952388048172|11.0|0.190476194024086|0.0|0.2313804030418396|1.0|5.0|0.1190476194024086|1.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.0634920671582222|0.6904761791229248|0.0|0.5|1.0|0.0|0.5|0.0|0.0|0.690000057220459|0.2734375|0.0|1.0|1.0|1.0|0.0|0.2109375|0.501187264919281
Dusty Chords:0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.75|0.3828125|1.0|0.46875|0.515625|1.0|0.1507936418056488|1.0|0.296875|0.0|0.0|0.0|1.0|0.523809552192688|18.0|0.0|11.0|0.261904776096344|0.0|0.2063492089509964|1.0|8.0|0.1190476194024086|1.0|0.0|0.0|0.15625|0.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.4296875|0.0|0.0|0.0|1.0|0.75|0.9180327653884888|0.3984375|0.0|1.0|1.0|0.0|0.0|24.0|0.5|1.0|1.0|0.2857142984867096|0.0|0.0|0.7457627058029175|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.75|0.3828125|1.0|0.5390625|0.6875|1.0|0.7142857313156128|1.0|0.3984375|11.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.1984127014875412|1.0|15.0|0.02380952425301075|1.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.8571428656578064|0.08196721225976944|0.75|0.4098360538482666|0.0|0.0|0.0|0.9130434989929199|0.75|0.4765625|0.3695652186870575|0.0|1.0|1.0|0.60317462682724|0.579365074634552|21.0|0.5|1.0|1.0|0.6746031641960144|0.0|0.0|0.550000011920929|0.09375|0.0|0.0|0.0|0.0|1.0|0.1484375|0.5754398703575134
Elizabethan Gloom:0.6590909361839294|0.478441059589386|0.46666666865348816|0.44944044947624207|0.0|0.75|0.349747896194458|0.5454545617103577|0.5|0.3984375|1.0|0.261904776096344|1.0|0.484375|15.0|0.0|0.28125|1.0|0.0|0.0|0.0|0.0|0.4000000059604645|0.0|0.43439552187919617|1.0|15.0|0.1269841343164444|0.0|2.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.6590909361839294|0.3624553382396698|0.4883720874786377|0.5509269833564758|0.0|0.0|0.0|1.0|0.75|0.349747896194458|0.022727273404598236|0.0|1.0|1.0|0.1587301641702652|0.0|18.0|0.3828125|1.0|1.0|0.2936508059501648|0.0|0.0|0.6301694512367249|0.5454545617103577|0.5364339351654053|0.6153846383094788|0.3479538857936859|0.0|0.75|0.349747896194458|0.7045454382896423|0.4765625|0.0|1.0|0.3650793433189392|1.0|0.125|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.4000000059604645|0.0|0.23756004869937897|1.0|15.0|0.30158731341362|0.0|2.0|0.0|0.7070801854133606|0.0|12.0|0.0|0.0|0.5|0.15948034822940826|0.7222222089767456|0.6089192628860474|0.0|0.0|0.0|0.8181818127632141|0.75|0.349747896194458|0.0|0.0|1.0|1.0|0.6190476417541504|0.2063492089509964|0.0|0.6328125|1.0|1.0|0.579365074634552|0.0|0.0|0.6106275916099548|0.1171875|0.0|0.0|0.0|1.0|0.0|0.0|0.6606927514076233
Exquisite Wasteland:0.5909090638160706|0.4204482138156891|0.75|0.4204442799091339|0.0|0.3181818127632141|0.4929346740245819|0.5|0.5|0.0|1.0|0.555555522441864|1.0|1.0|7.0|0.0|0.28125|1.0|0.1190476194024086|4.0|0.920634925365448|10.0|0.4000000059604645|0.0|0.2511349022388458|0.0|15.0|0.7460317611694336|0.0|2.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.6590909361839294|0.39145177602767944|0.4883720874786377|0.5509269833564758|0.0|0.0|0.0|0.5454545617103577|0.75|0.349747896194458|0.022727273404598236|0.0|1.0|1.0|0.1587301641702652|0.0|19.0|0.3359375|1.0|1.0|0.5952380895614624|0.0|12.0|0.5593220591545105|0.5454545617103577|0.5364339351654053|0.6153846383094788|0.3479538857936859|0.0|0.75|0.349747896194458|0.7045454382896423|0.4765625|0.5078125|1.0|0.444444477558136|1.0|1.0|12.0|0.0|0.0|1.0|0.380952388048172|4.0|0.8730158805847168|5.0|0.4000000059604645|0.0|0.18326058983802795|0.0|15.0|0.30158731341362|0.0|2.0|0.0|0.26880139112472534|0.0|12.0|0.0|0.0|0.5|0.15948034822940826|0.7222222089767456|0.6089192628860474|0.0|0.0|0.0|0.8181818127632141|0.75|0.349747896194458|0.0|0.0|1.0|1.0|0.0476190485060215|0.0476190485060215|22.0|0.5|1.0|1.0|0.3730158805847168|0.0|12.0|0.6499999761581421|0.046875|0.0|0.0|1.0|1.0|0.0|0.0|0.5754392743110657
Extrakick:0.5|0.0|0.75|0.2265625|0.0|0.75|0.234375|0.0|0.5|0.5234375|1.0|0.103174589574337|1.0|0.9453125|7.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.804347813129425|0.234375|0.0|0.0|0.0|1.0|0.5|0.21875|0.0|0.0|1.0|1.0|0.1269841343164444|0.1269841343164444|17.0|0.5|1.0|1.0|0.5|0.0|0.0|1.0|0.5|0.0|0.5|0.349747896194458|0.0|0.5|0.1866055428981781|1.0|0.5|0.6171875|1.0|0.3174603581428528|1.0|0.453125|9.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055428981781|0.0|0.0|1.0|1.0|0.2222222238779068|0.3650793731212616|10.0|0.5|1.0|1.0|0.5|0.0|0.0|0.6666666865348816|0.3203125|0.0|1.0|1.0|1.0|1.0|0.0|0.5754392743110657
Fatal Bass:0.5|0.0707106813788414|0.75|0.2754634916782379|0.0|0.75|0.349747896194458|0.0|0.5|0.0|1.0|0.8333333134651184|1.0|0.2890625|4.0|0.0|0.0|1.0|0.8015872836112976|14.0|0.5873016119003296|0.0|0.0|0.0|0.7834665179252625|1.0|15.0|0.0|0.0|1.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.349747896194458|0.5|0.0|0.0|1.0|0.0|0.1269841343164444|9.0|0.5|1.0|1.0|0.5|0.0|0.0|0.6351351141929626|0.8409090638160706|0.0707106813788414|1.0|0.33345580101013184|0.0|0.75|0.349747896194458|0.0|0.5|0.640625|1.0|0.5476190447807312|1.0|0.8359375|7.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.9047619104385376|0.0|0.4683326482772827|1.0|15.0|0.0|0.0|1.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.05799231305718422|0.0|0.0|0.0|1.0|0.75|0.349747896194458|0.0|-2.0|1.0|1.0|0.2936508059501648|0.8492063283920288|0.0|0.5|1.0|1.0|0.5|0.0|0.0|0.6351351141929626|0.0859375|0.0|0.0|0.0|0.0|0.0|0.0|0.7585775256156921
Flab:0.5|0.0|0.75|0.256208211183548|0.0|0.75|0.5058470368385315|0.7421875|0.5|0.03125|1.0|0.3730158805847168|1.0|0.1953125|0.0|0.0|0.0|1.0|0.1666666716337204|5.0|0.6984127163887024|9.0|0.0|0.0|0.1696857362985611|0.0|15.0|0.0|0.0|0.0|0.0|0.2270902842283249|0.0|12.0|0.0|0.0|0.7209302186965942|0.0|0.75|0.4795692265033722|0.0|0.0|0.0|0.8695651888847351|0.75|0.5321247577667236|0.375|0.0|1.0|1.0|0.658730149269104|0.2063492089509964|0.0|0.421875|1.0|0.0|0.4920634925365448|0.0|0.0|0.6486486196517944|0.265625|0.0|0.75|0.349747896194458|0.0|0.75|0.33504152297973633|0.96875|0.5|0.078125|1.0|0.5396825671195984|1.0|0.3359375|0.0|0.0|0.0|1.0|0.7777777910232544|9.0|0.0|0.0|1.0|0.0|0.196835458278656|1.0|15.0|0.6746031641960144|0.0|1.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.5|0.35475316643714905|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.43358314037323|0.6171875|0.0|1.0|1.0|0.2936508059501648|0.4444444477558136|0.0|0.5859375|1.0|0.0|0.5317460298538208|0.0|0.0|0.47297295928001404|0.0|0.0|1.0|0.0|1.0|0.0|0.140625|0.5754392743110657
Flutish:0.760869562625885|0.23434817790985107|0.75|0.3170563280582428|0.0|0.75|0.19299080967903137|0.6521739363670349|0.5|0.046875|1.0|0.4459431767463684|1.0|0.0234375|14.0|0.0|0.0|1.0|0.0|2.0|0.0|5.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.8260869383811951|0.2619185447692871|0.75|0.30327126383781433|0.0|0.0|0.0|1.0|0.75|0.4135517477989197|0.8913043737411499|-2.0|1.0|1.0|0.7857142686843872|0.3174603283405304|19.0|0.5|1.0|1.0|0.0476190447807312|0.0|5.0|0.6351351141929626|0.239130437374115|0.2619185447692871|0.75|0.3584114909172058|0.0|0.75|0.2205609232187271|0.8913043737411499|0.5|0.4140625|1.0|0.277777761220932|1.0|0.5546875|5.0|0.0|0.0|1.0|0.0|2.0|0.0|5.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.782608687877655|0.4135556221008301|0.75|0.5651873350143433|0.0|0.0|0.0|1.0|0.75|0.349747896194458|0.28260868787765503|0.0|1.0|1.0|0.2777777910232544|0.15079365670681|0.0|0.5|1.0|1.0|0.1984127163887024|0.0|0.0|0.6351351141929626|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.7585775256156921
FM Organ:0.5|0.1640625|0.739130437374115|0.3046875|0.0|0.640625|0.2578125|0.4921875|0.359375|0.0|1.0|0.3888889253139496|1.0|0.328125|10.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|1.0|12.0|0.0|0.0|0.5|0.0|0.8695651888847351|0.2265625|0.0|0.0|0.0|0.45652174949645996|0.5|0.1866055428981781|0.0|0.0|1.0|1.0|0.1269841343164444|0.5079365372657776|11.0|0.5|1.0|0.0|0.579365074634552|0.0|0.0|0.6271186470985413|0.5|0.0|0.5|0.349747896194458|0.0|0.5|0.1866055428981781|1.0|0.6399999856948853|0.140625|1.0|0.3253968358039856|1.0|0.53125|5.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|1.0|12.0|0.0|0.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055428981781|0.0|0.0|1.0|1.0|0.3492063581943512|0.460317462682724|10.0|0.34375|1.0|0.0|0.5|0.0|0.0|0.6000000238418579|0.0|0.21875|0.0|1.0|1.0|0.0|0.1015625|0.5754392743110657
Gametal:0.5|0.0|0.5|0.2950819730758667|0.0|0.5|0.2950819730758667|0.3695652186870575|0.5|0.734375|1.0|0.5873016119003296|1.0|0.4609375|15.0|0.0|0.0|1.0|0.5|2.0|0.0|11.0|0.0|0.0|0.5079278349876404|1.0|16.0|0.0|1.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.4444444477558136|0.6269841194152832|0.0|0.5|1.0|1.0|0.5|0.0|0.0|0.6440678238868713|0.5|0.0|0.5|0.1803278625011444|0.0|0.5|0.359375|0.65625|0.5|0.2890625|1.0|0.4047618806362152|1.0|0.40625|16.0|0.0|0.0|1.0|0.5|2.0|0.5|1.0|0.0|0.0|0.2313804030418396|1.0|9.0|0.0|1.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|1.0|1.0|1.0|0.1349206417798996|0.6269841194152832|13.0|0.5|1.0|1.0|0.5|0.0|0.0|0.8500000238418579|0.0|0.0|1.0|0.0|1.0|0.0|0.28125|0.7585775256156921
Geld:0.5|0.0|0.5|0.3125|0.0|0.6086956262588501|0.234375|0.8671875|0.5|0.5703125|1.0|0.3968254029750824|1.0|0.6640625|5.0|0.0|0.0|1.0|0.3174603283405304|12.0|0.2539682686328888|15.0|0.3333333432674408|0.0|0.1587301641702652|1.0|12.0|0.5873016119003296|1.0|5.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|1.0|1.0|1.0|0.190476194024086|0.7460317611694336|5.0|0.5|1.0|1.0|0.5|0.0|0.0|0.6351351141929626|0.5|0.0|0.5|0.21875|0.0|0.5|0.2265625|0.28125|0.5|0.5|1.0|0.6666666865348816|1.0|0.765625|15.0|0.0|0.0|1.0|0.2777777910232544|6.0|0.2698412835597992|11.0|0.2698412835597992|0.0|0.5396825075149536|1.0|15.0|0.30158731341362|0.0|4.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|1.0|1.0|1.0|0.4285714328289032|0.3968254029750824|22.0|0.5|1.0|1.0|0.5952380895614624|0.0|0.0|0.5833333134651184|0.0|0.0|0.0|0.0|1.0|1.0|0.1015625|0.5754392743110657
Glitter:0.5|0.1953125|0.5|0.6784067749977112|2.0|0.5|0.578125|0.643682062625885|0.5|0.0|1.0|0.412698358297348|1.0|0.0|0.0|0.0|0.0|1.0|0.6349206566810608|4.0|0.523809552192688|11.0|0.0|0.0|0.1190476194024086|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.9180327653884888|0.5|0.9344262480735779|1.0|0.0|0.0|0.95652174949646|0.0|1.0|0.06521739065647125|0.0|1.0|1.0|0.0859375|0.2421875|3.0|0.5|1.0|0.0|0.5|0.0|0.0|0.6351351141929626|0.5|0.0|0.5|0.349747896194458|0.0|0.5|0.1866055279970169|1.0|0.5|0.0|1.0|0.5714285969734192|1.0|0.0|0.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.3253968358039856|0.0|0.4047619104385376|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.5|1.0|0.0|0.5|0.0|0.0|0.6351351141929626|0.0|0.0|0.0|1.0|0.0|0.0|0.5|0.5754392743110657
Gott Catchem:0.5|0.0|0.5|0.349747896194458|0.0|0.739130437374115|0.2950819730758667|1.0|0.5|1.0|1.0|0.0634920597076416|1.0|0.0|5.0|0.0|0.0|1.0|0.2698412835597992|14.0|1.0|2.0|0.2380952388048172|0.0|0.095238097012043|1.0|3.0|0.5|1.0|1.0|0.0|0.1171875|0.0|3.0|1.0|5.0|0.5|0.0|0.5|0.2295081913471222|0.021739130839705467|0.0|2.0|1.0|0.5|0.868852436542511|0.0|1.0|1.0|1.0|0.6349206566810608|0.0|0.0|0.5|1.0|0.0|0.5|0.0|0.0|0.5762711763381958|0.5|0.0|0.5|0.3442623019218445|0.0|0.8444444537162781|0.5234375|0.97826087474823|0.5|0.3984375|1.0|0.103174589574337|1.0|0.0|5.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.0476190447807312|1.0|15.0|0.0|0.0|0.0|0.0|0.1953125|1.0|2.0|1.0|2.0|0.5|0.0|0.5|0.14754098653793335|0.717391312122345|0.0|2.0|1.0|0.0|0.2295081913471222|0.021739130839705467|2.0|1.0|1.0|0.0|0.2936508059501648|18.0|0.5|1.0|0.0|0.5|0.0|0.0|0.6166666746139526|0.3984375|0.0|0.0|0.0|1.0|1.0|0.5703125|0.5754392743110657
Granny State:0.7954545617103577|0.10148749500513077|0.022727280855178833|0.02899615652859211|0.0|0.75|0.5390625|0.0|0.5|0.484375|1.0|0.2857142984867096|1.0|0.328125|14.0|0.0|0.0|1.0|1.0|6.0|0.7539682388305664|13.0|0.095238097012043|0.0|0.2511349022388458|1.0|17.0|0.5714285969734192|1.0|5.0|0.0|0.23491011559963226|0.0|12.0|0.0|0.0|0.5|0.0|1.0|0.8408885598182678|0.0|0.0|1.0|0.40909090638160706|0.75|0.349747896194458|0.0|0.0|1.0|1.0|0.1746031790971756|0.2857142984867096|10.0|0.2421875|1.0|1.0|0.7063491940498352|0.0|0.0|0.8474576473236084|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.75|0.349747896194458|0.7071067690849304|0.5|0.5859375|1.0|0.2857142984867096|1.0|0.3671875|14.0|0.0|0.0|1.0|1.0|6.0|0.579365074634552|13.0|0.1190476194024086|0.0|0.2313803881406784|0.0|17.0|0.5396825671195984|1.0|5.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.349747896194458|0.5|0.0|1.0|1.0|0.1190476194024086|0.4285714328289032|10.0|0.8203125|1.0|1.0|0.7460317611694336|0.0|0.0|0.75|0.296875|0.0|0.0|1.0|1.0|0.0|0.0|0.5754392743110657
Happy Chords:0.5|0.0|0.75|0.4590163826942444|0.0|0.75|0.3046875|0.739130437374115|0.5|0.484375|1.0|1.0|1.0|0.0078125|7.0|0.0|0.0|1.0|0.0714285746216774|2.0|0.2857142984867096|4.0|0.0|0.0|0.1031745970249176|1.0|15.0|0.0|0.0|0.0|0.0|0.1328125|0.0|12.0|0.0|0.0|0.5|0.0|0.75|0.31147539615631104|0.0|0.0|0.0|1.0|0.75|0.21875|0.52173912525177|0.0|1.0|1.0|0.4365079402923584|0.261904776096344|24.0|0.5|1.0|1.0|0.5|0.0|0.0|0.6351351141929626|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.75|0.1866055279970169|1.0|0.5|0.46875|1.0|1.0|1.0|0.0|7.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.0476190447807312|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.24590164422988892|0.0|0.0|0.0|1.0|0.75|0.1866055279970169|0.54347825050354|0.0|1.0|1.0|1.0|0.3730158805847168|24.0|0.5|1.0|1.0|0.5|0.0|0.0|0.6351351141929626|0.0|0.0|0.0|1.0|0.0|0.0|0.15625|0.501187264919281
Held:0.5|0.0|0.5|0.32786884903907776|0.0|0.8260869383811951|0.4590163826942444|1.0|0.5|0.1328125|1.0|0.3492063581943512|1.0|0.34375|0.0|0.0|0.0|1.0|0.420634925365448|16.0|0.3888888955116272|12.0|0.4126984179019928|0.0|0.4761904776096344|1.0|17.0|0.8095238208770752|1.0|5.0|0.0|0.1640625|1.0|12.0|0.0|0.0|0.5|0.0|0.5|0.1328125|0.0|0.0|3.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.3571428656578064|0.7857142686843872|8.0|0.5|1.0|0.0|0.5|0.0|0.0|0.6351351141929626|0.5|0.0|0.5|0.349747896194458|0.0|0.5|0.1866055279970169|1.0|0.5|0.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|8.0|1.0|0.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.5|1.0|0.0|0.5|0.0|0.0|0.6351351141929626|0.0|0.0|0.0|0.0|0.0|0.0|0.2578125|0.6970947980880737
