@params:A Amp A Slope|A Amp Attack|A Amp D Slope|A Amp Decay|A Amp Loop Mode|A Amp R Slope|A Amp Release|A Amp Sustain|A Detune|A Filter Drive|A Filter Filter Scale Aware|A Filter Freq|A Filter On|A Filter Q|A Filter Type|A Glide Mode|A Glide Time|A Keytracking|A LFO 1 FX 1 Scale|A LFO 1 FX 1 Type|A LFO 1 FX 2 Ramp|A LFO 1 FX 2 Type|A LFO 1 Fold|A LFO 1 Phase|A LFO 1 Rate|A LFO 1 Retrigger|A LFO 1 S. Rate|A LFO 1 Shape|A LFO 1 Sync|A LFO 1 Type|A LFO 2 Phase Offset|A LFO 2 Rate|A LFO 2 Retrigger|A LFO 2 S. Rate|A LFO 2 Sync|A LFO 2 Waveform|A Mod A Slope|A Mod Attack|A Mod D Slope|A Mod Decay|A Mod Final|A Mod Initial|A Mod Loop Mode|A Mod Peak|A Mod R Slope|A Mod Release|A Mod Sustain|A Octave|A On|A Osc Scale Aware|A Osc Shape|A Osc Tone|A Osc Type|A Pan|A Reset|A Reset To Voice Offset|A Tone Filter|A Transp Scale|A Transpose|A Volume|B Amp A Slope|B Amp Attack|B Amp D Slope|B Amp Decay|B Amp Loop Mode|B Amp R Slope|B Amp Release|B Amp Sustain|B Detune|B Filter Drive|B Filter Filter Scale Aware|B Filter Freq|B Filter On|B Filter Q|B Filter Type|B Glide Mode|B Glide Time|B Keytracking|B LFO 1 FX 1 Scale|B LFO 1 FX 1 Type|B LFO 1 FX 2 Ramp|B LFO 1 FX 2 Type|B LFO 1 Fold|B LFO 1 Phase|B LFO 1 Rate|B LFO 1 Retrigger|B LFO 1 S. Rate|B LFO 1 Shape|B LFO 1 Sync|B LFO 1 Type|B LFO 2 Phase Offset|B LFO 2 Rate|B LFO 2 Retrigger|B LFO 2 S. Rate|B LFO 2 Sync|B LFO 2 Waveform|B Mod A Slope|B Mod Attack|B Mod D Slope|B Mod Decay|B Mod Final|B Mod Initial|B Mod Loop Mode|B Mod Peak|B Mod R Slope|B Mod Release|B Mod Sustain|B Octave|B On|B Osc Scale Aware|B Osc Shape|B Osc Tone|B Osc Type|B Pan|B Reset|B Reset To Voice Offset|B Tone Filter|B Transp Scale|B Transpose|B Volume|Drive|Engine B Delay|Limiter On|Link Envelopes|Mono Legato|Scale Aware|Voice Spread|Volume
Random Keys:0.5|0.0|0.75|0.2295081913471222|0.0|0.75|0.5654250383377075|0.30434781312942505|0.5|0.0|1.0|0.420634925365448|1.0|0.3359375|16.0|0.0|0.1666666716337204|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2313803881406784|1.0|15.0|0.0|1.0|1.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.349747896194458|0.5|0.0|1.0|1.0|0.7142857313156128|0.4761904776096344|0.0|0.5|1.0|1.0|0.5476190447807312|0.0|0.0|0.6351351141929626|0.5|0.0|0.75|0.2295081913471222|0.0|0.75|0.567325234413147|0.41304346919059753|0.5|0.0|1.0|0.6507936716079712|1.0|0.1953125|11.0|0.0|0.1984127014875412|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2313803881406784|1.0|15.0|0.0|0.0|1.0|0.0|0.10369852185249329|0.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.349747896194458|0.5|0.0|1.0|1.0|0.4047619104385376|0.7857142686843872|7.0|0.5|1.0|1.0|0.4126984179019928|0.0|0.0|0.6351351141929626|0.2857142984867096|0.0|0.0|0.0|1.0|0.0|0.0|0.5754392743110657
Rich N Reich:0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.75|0.349747896194458|0.7071067690849304|0.5|0.3359375|1.0|0.5634920001029968|1.0|0.203125|7.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.3095238208770752|0.0|0.2313803881406784|0.0|12.0|0.0|1.0|0.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.349747896194458|0.5|0.0|1.0|1.0|0.30158731341362|0.0714285746216774|10.0|0.5|1.0|0.0|0.5|0.0|12.0|0.5964269638061523|0.5|0.1884767860174179|0.75|0.349747896194458|0.0|0.75|0.349747896194458|0.7071067690849304|0.5|0.296875|1.0|0.5634920001029968|1.0|0.125|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2313803881406784|1.0|13.0|0.0|1.0|0.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.349747896194458|0.5|0.0|1.0|1.0|0.3571428656578064|0.1825396865606308|12.0|0.5|1.0|0.0|0.5|0.0|0.0|0.5538250207901001|0.03999999910593033|0.0|1.0|0.0|1.0|0.0|0.20000000298023224|0.667589008808136
Riga:0.5|0.4273408055305481|0.75|0.675467848777771|0.0|0.75|0.6478977203369141|0.97826087474823|0.421875|0.0|1.0|0.6428571939468384|1.0|0.0|0.0|0.0|0.0|1.0|0.0|2.0|0.0|5.0|0.3888888955116272|0.0|0.2313804030418396|1.0|15.0|0.0793650820851326|0.0|1.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.349747896194458|0.5|-1.0|1.0|1.0|0.0|0.7460317611694336|4.0|0.5|1.0|0.0|0.5|0.0|0.0|0.4915253818035126|0.5|0.4411259591579437|0.75|0.5238322019577026|0.0|0.75|0.5238322019577026|0.95652174949646|0.5859375|0.0|1.0|0.7222222089767456|1.0|0.0|0.0|0.0|0.0|1.0|0.0|2.0|0.0|5.0|0.3888888955116272|0.0|0.2313804030418396|1.0|15.0|0.0555555559694767|0.0|1.0|0.0|0.1875|0.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.349747896194458|0.5|-1.0|1.0|1.0|0.3253968358039856|0.2698412835597992|8.0|0.5|1.0|0.0|0.5|0.0|0.0|0.5333333611488342|0.3203125|0.0|1.0|0.0|1.0|0.0|0.265625|0.5248063802719116
Rim Membrane:0.5|0.0|0.5|0.21311475336551666|0.0|0.5|0.26229506731033325|0.0|0.5|0.9684923887252808|1.0|0.3121780455112457|1.0|0.6796875|16.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.32786884903907776|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|3.0|1.0|1.0|0.6111111044883728|0.3571428656578064|19.0|0.6484375|1.0|1.0|0.5|0.0|12.0|0.6610169410705566|0.5|0.0|0.5|0.2786885201931|1.0|0.5|0.31147539615631104|0.0|0.5|0.359375|1.0|0.4761904776096344|1.0|0.234375|15.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|1.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.6349206566810608|0.6746031641960144|19.0|0.5|1.0|1.0|0.30158731341362|0.0|0.0|0.3333333432674408|0.28125|0.0|1.0|0.0|1.0|0.0|0.0|0.7585775256156921
Sawstyle:0.5|0.0707106813788414|0.75|0.4754098355770111|0.0|0.75|0.349747896194458|0.0|0.5|0.0|1.0|1.0|1.0|0.0|2.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2313803881406784|1.0|15.0|0.0|1.0|0.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.349747896194458|0.5|0.0|0.0|1.0|0.9047619104385376|0.0|18.0|0.5|1.0|0.0|0.5|0.0|0.0|0.6351351141929626|0.5|0.140625|0.75|0.34375|0.0|0.75|0.2890625|0.3125|0.5|0.5703125|1.0|0.4523809552192688|1.0|0.3515625|5.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2313803881406784|1.0|12.0|0.1984127014875412|1.0|1.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.5|0.3203125|0.75|0.28125|0.0|0.0|0.0|1.0|0.75|0.3203125|0.3515625|0.0|1.0|1.0|0.523809552192688|0.0714285746216774|8.0|0.5|1.0|0.0|0.658730149269104|0.0|0.0|0.6351351141929626|0.2109375|0.0|1.0|0.0|1.0|0.0|0.1796875|0.7585775256156921
Shiny Light:0.5|0.296875|0.75|0.9672130942344666|0.0|0.75|0.5234375|0.54347825050354|0.5|0.0|1.0|0.8174602389335632|1.0|0.2578125|0.0|0.0|0.16548754274845123|1.0|0.7539682388305664|11.0|0.0|0.0|0.007936508394777775|0.0|0.1111111044883728|1.0|15.0|0.0317460335791111|0.0|0.0|0.0|0.2224830538034439|0.0|12.0|0.0|1.0|0.5|0.2421875|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.349747896194458|0.5|0.0|1.0|1.0|0.3253968358039856|0.2460317462682724|7.0|0.5|1.0|0.0|0.5|0.0|0.0|0.5593220591545105|0.6521739363670349|0.4921875|0.75|0.9453125|0.0|0.75|0.5390625|0.59375|0.5|0.0|1.0|0.4365079998970032|1.0|0.09375|1.0|0.0|0.0|1.0|0.3730158805847168|15.0|0.0|0.0|0.341269850730896|0.0|0.3730158805847168|1.0|15.0|0.761904776096344|1.0|5.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.6818181872367859|0.5245901346206665|0.75|0.4262295067310333|0.0|0.0|0.0|0.734375|0.75|0.3984375|0.32608696818351746|1.0|1.0|1.0|0.6349206566810608|0.420634925365448|14.0|0.5|1.0|0.0|0.5|0.0|0.0|0.5666666626930237|0.0625|0.0|0.0|0.0|1.0|1.0|0.296875|0.8317645788192749
Sines By The Sea:0.5|0.1484375|0.5|0.349747896194458|0.0|0.5|0.4140625|0.7109375|0.5|0.28125|1.0|0.4365079998970032|1.0|0.2421875|5.0|0.0|0.0|1.0|0.7777777910232544|6.0|0.2380952388048172|11.0|1.0|0.0|0.3095238208770752|1.0|15.0|0.1190476194024086|0.0|4.0|0.0|0.0703125|0.0|12.0|0.0|5.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.0|0.2460317462682724|0.0|0.5|1.0|0.0|0.5|0.0|0.0|0.6779661178588867|0.3695652186870575|0.3125|0.3181818127632141|0.5390625|0.0|0.5|0.3984375|0.52173912525177|0.5|0.0078125|1.0|0.6904762387275696|1.0|0.1640625|4.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.1111110970377922|0.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.2063492089509964|0.007936508394777775|19.0|0.5|1.0|0.0|0.380952388048172|0.0|0.0|0.5166666507720947|0.0|0.0|1.0|0.0|1.0|0.0|1.0|0.5754392743110657
Slow Burn:0.5|0.7829035520553589|0.0|0.8408885598182678|0.0|0.75|0.4204442799091339|1.0|0.5|0.1875|1.0|0.2698412835597992|1.0|0.2109375|4.0|0.0|0.3571428656578064|1.0|0.0|0.0|0.0|0.0|0.380952388048172|0.0|0.15079365670681|0.0|15.0|0.30158731341362|0.0|0.0|0.0|0.1953125|0.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.349747896194458|0.5|0.0|1.0|1.0|0.230158731341362|0.523809552192688|11.0|0.4765625|1.0|1.0|0.5|0.0|0.0|0.508474588394165|0.3863636255264282|0.6379213929176331|0.75|0.3769500255584717|0.0|0.75|0.652413547039032|0.9545454382896423|0.640625|0.1875|1.0|0.3492063581943512|1.0|0.375|4.0|0.0|0.261904776096344|1.0|0.0|0.0|0.0|0.0|0.5634920597076416|0.0|0.2313803881406784|0.0|0.0|0.4920634925365448|1.0|0.0|0.0|0.1549723893404007|0.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.349747896194458|0.5|0.0|1.0|1.0|0.1269841343164444|0.5555555820465088|6.0|0.6484375|1.0|1.0|0.5|0.0|0.0|0.5666666626930237|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.6439965963363647
Sonic Stuffing:0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.75|0.4375|0.7071067690849304|0.5|0.3828125|1.0|0.277777761220932|1.0|0.7578125|14.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.3888888955116272|0.0|0.488694965839386|1.0|15.0|0.8650793433189392|0.0|4.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.5321247577667236|0.5|0.0|1.0|1.0|0.4523809552192688|0.3650793731212616|19.0|0.5625|1.0|0.0|0.5|0.0|12.0|0.5540540814399719|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.75|0.34161096811294556|0.921875|0.5|0.8125|1.0|0.3888889253139496|1.0|0.4921875|15.0|0.0|0.0|1.0|0.5714285969734192|15.0|0.0|0.0|0.0|0.0|0.2313803881406784|1.0|15.0|0.1666666716337204|0.0|1.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.6043886542320251|0.0|0.0|0.0|1.0|0.75|0.3284720778465271|0.8203125|0.0|1.0|1.0|0.8015872836112976|1.0|21.0|0.296875|1.0|0.0|0.4047619104385376|0.0|-12.0|0.46666666865348816|0.109375|0.0|0.0|0.0|1.0|0.0|0.1640625|0.6918302774429321
Speedy Snares:0.5|0.0|0.739130437374115|0.3203125|1.0|0.5|0.0|0.0|0.5|0.09375|1.0|0.7460317611694336|1.0|0.0|0.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.6666666865348816|1.0|19.0|0.5|1.0|0.0|0.9603174328804016|0.0|0.0|0.8983049988746643|0.5|0.0|1.0|0.4262295067310333|0.0|0.5|0.0|0.0|0.5|0.0|1.0|0.3253968358039856|1.0|0.765625|14.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|1.0|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|-2.0|1.0|1.0|0.7857142686843872|1.0|11.0|0.5|1.0|0.0|0.5|0.0|0.0|0.5666666626930237|0.328125|0.0|1.0|0.0|1.0|0.0|0.453125|0.5754392743110657
Stab Twice for Murder:0.5|0.0|0.5|0.26229506731033325|0.0|0.5|0.1796875|0.8515625|0.46875|0.0|1.0|0.3492063581943512|1.0|0.0|0.0|0.0|0.0|1.0|0.2777777910232544|2.0|0.4609375|11.0|0.0|0.03125|0.3492063581943512|1.0|15.0|0.0|1.0|0.0|0.0|0.1171875|1.0|4.0|1.0|0.0|0.5|0.0|0.5|0.16393442451953888|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|1.0|1.0|1.0|0.1825396865606308|0.2857142984867096|7.0|0.375|1.0|1.0|0.5634920597076416|0.0|0.0|0.6351351141929626|0.5|0.016393441706895828|0.5|0.4296875|0.0|0.5|0.140625|0.4296875|0.5|0.2890625|1.0|0.6190476417541504|1.0|0.0|2.0|0.0|0.0|1.0|0.0|2.0|0.5079365372657776|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|1.0|0.0|0.0|0.4160108268260956|0.0|3.0|1.0|0.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.1190476194024086|0.4285714328289032|8.0|0.6328125|1.0|1.0|0.4285714328289032|0.0|0.0|0.6351351141929626|0.125|0.0|0.0|0.0|1.0|0.0|0.3125|0.6254129409790039
