@params:Amp A Slope|Amp Attack|Amp D Slope|Amp Decay|Amp Loop Mode|Amp R Slope|Amp Release|Amp Sustain|Env 2 A Slope|Env 2 Attack|Env 2 D Slope|Env 2 Decay|Env 2 Final|Env 2 Initial|Env 2 Loop Mode|Env 2 Peak|Env 2 R Slope|Env 2 Release|Env 2 Sustain|Env 3 A Slope|Env 3 Attack|Env 3 D Slope|Env 3 Decay|Env 3 Final|Env 3 Initial|Env 3 Loop Mode|Env 3 Peak|Env 3 R Slope|Env 3 Release|Env 3 Sustain|Filter 1 BP/NO/Morph|Filter 1 Drive|Filter 1 Freq|Filter 1 LP/HP|Filter 1 Morph|Filter 1 On|Filter 1 Res|Filter 1 Slope|Filter 1 Type|Filter 2 BP/NO/Morph|Filter 2 Drive|Filter 2 Freq|Filter 2 LP/HP|Filter 2 Morph|Filter 2 On|Filter 2 Res|Filter 2 Slope|Filter 2 Type|FilterRouting|Glide|Global Mod Amount|LFO 1 Amount|LFO 1 Attack Time|LFO 1 Phase Offset|LFO 1 Rate|LFO 1 Retrigger|LFO 1 S. Rate|LFO 1 Shape|LFO 1 Shaping|LFO 1 Sync|LFO 2 Amount|LFO 2 Attack Time|LFO 2 Phase Offset|LFO 2 Rate|LFO 2 Retrigger|LFO 2 S. Rate|LFO 2 Shape|LFO 2 Shaping|LFO 2 Sync|MonoPoly|Osc 1 Detune|Osc 1 Effect 1|Osc 1 Effect 2|Osc 1 Gain|Osc 1 On|Osc 1 Pan|Osc 1 Pos|Osc 1 Transp|Osc 2 Detune|Osc 2 Effect 1|Osc 2 Effect 2|Osc 2 Gain|Osc 2 On|Osc 2 Pan|Osc 2 Pos|Osc 2 Transp|Osc1Class|Osc1Effect|Osc1Index|Osc2Class|Osc2Effect|Osc2Index|PolyVoices|Sub Gain|Sub On|Sub Tone|Sub Transpose|Time|Transpose|Unison Amount|UnisonMode|UnisonVoices|Volume|XyzParamMatrix
Plod Pluck:0.5|0.03125|0.75|0.28947368264198303|0.0|0.75|0.41592657566070557|0.3461538553237915|0.5|0.0|0.75|0.7916666865348816|0.0|0.0|0.0|1.0|0.75|0.41592657566070557|0.6000000238418579|0.5|0.08408964425325394|0.75|0.41592657566070557|0.0|0.0|0.0|1.0|0.75|0.41592657566070557|0.5|0.0|0.40625|0.4365096092224121|4.0|0.0|1.0|0.3571428656578064|0.0|0.0|0.0|0.0|0.3174514174461365|0.0|0.0|1.0|0.0|0.0|1.0|1|0.0|0.5|1.0|0.0|0.0|0.17187495529651642|1.0|15.0|4.0|0.5|0.0|1.0|0.0|0.0|0.015624996274709702|1.0|15.0|4.0|0.5|0.0|1|0.5|0.5703125|0.4453125|1.0|1.0|0.5|0.6302521228790283|0.0|0.5|0.5|0.0|1.0|1.0|0.5|0.5126050710678101|0.0|0|3|11|0|0|1|6|0.920634925365448|1.0|0.765625|0.0|0.5|0.0|0.5546875|5|3|0.546875|Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.046666622161865234/0.0/0.0/0.0!Osc 1 Pos=0.0/0.0/0.0/0.765625/0.0/-0.4375/0.0/0.0/0.0/0.0/0.0!Filter 1 Freq=0.0/0.171875/0.0/0.0/0.0/0.234375/0.0/0.0/0.0/0.0/0.0!Osc 2 Pos=0.0/0.0/0.0/0.0/0.46875/0.0/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 2=0.0/0.421875/0.0/0.0/0.0/0.703125/0.0/0.0/0.0/0.0/0.0
Poison Afternoon Pad:0.796875|0.6328125|0.5|0.9375|0.0|0.34375|0.515625|0.8359375|0.5|0.4765625|0.75|0.65625|0.0|0.0|0.0|1.0|0.75|0.5546875|0.7578125|0.5|0.625|0.75|0.90625|0.0|0.046875|0.0|1.0|0.75|0.4375|0.8046875|0.0|0.046875|0.4047623574733734|2.0|0.0|1.0|0.3888888955116272|0.0|0.0|0.0|0.0390625|0.5000004768371582|3.0|0.0|1.0|0.4126984179019928|1.0|0.0|2|0.0|0.484375|0.6171875|0.4765625|0.0|0.1406249850988388|1.0|2.0|0.0|0.234375|1.0|0.6328125|0.5703125|0.0|0.2578125|1.0|4.0|0.0|0.2734375|1.0|1|0.4765625|0.5|0.484375|0.7731092572212219|1.0|0.34375|0.6890756487846375|0.0|0.528124988079071|0.3125|0.3671875|1.0|1.0|0.703125|0.47058823704719543|-12.0|2|3|3|2|3|3|4|0.53125|1.0|0.7890625|0.0|0.5|0.0|0.7265625|6|2|0.3828125|Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.046666622161865234/0.0/0.0/0.0!Osc 1 Pos=-0.109375/-0.03125/-0.0625/-0.265625/0.078125/0.0625/0.0/0.0/0.0/0.0/0.0!Filter 1 Freq=0.0/0.34375/-0.09375/0.0/-0.125/0.171875/0.0/0.0/0.0625/0.234375/0.0!Osc 2 Pos=0.09375/-0.078125/0.0/0.6875/0.28125/0.0/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 2=0.125/0.296875/0.078125/0.875/0.5/0.0625/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 1=0.0/0.0/0.0/-0.34375/-0.0625/0.0/0.0/0.0/0.0/0.0/0.0!Osc 1 Pan=0.0/0.0/0.0/-0.59375/0.234375/0.15625/0.0/0.0/0.0/0.390625/0.0!Osc 2 Transp=0.0/-0.0009999871253967285/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Osc 2 Effect 1=0.0/0.0/0.0/-0.375/0.3125/0.0/0.0/0.0/0.0/0.0/0.0!Osc 2 Pan=0.0/0.0/0.0/-0.171875/0.171875/-0.125/0.0/0.0/0.0/-0.40625/0.0!Sub Gain=0.453125/0.40625/0.0/0.09375/0.0/0.234375/0.0/0.0/0.0/0.0/0.0!Filter 2 Freq=0.0/0.09375/0.015625/0.0/0.09375/-0.046875/0.0/0.0/0.234375/0.140625/0.0!Filter 2 Res=0.0/0.1875/0.015625/0.0/0.078125/0.0/0.0/0.0/-0.296875/0.078125/0.0!LFO 1 Amount=0.0/0.0/0.0/-0.03125/0.0/0.0/0.0/0.0/0.0/0.4375/0.0!LFO 2 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/-0.359375/0.0
Poison Pen:0.8125|0.078125|0.75|0.78125|0.0|0.734375|0.078125|0.96875|0.28125|0.0546875|1.0|0.8068181872367859|0.0|0.40625|0.0|0.28125|0.75|0.296875|0.9296875|0.5|0.6015625|0.7941176295280457|0.5909090638160706|0.0|0.0|0.0|1.0|0.75|0.2578125|0.75|0.0|0.328125|0.45629626512527466|2.0|0.0|1.0|0.8015872836112976|0.0|0.0|0.0|0.75|0.3015877604484558|2.0|0.0|1.0|0.7936508059501648|0.0|1.0|0|0.2890625|0.21875|1.0|0.0|0.0|0.37534570693969727|1.0|16.0|2.0|0.421875|1.0|1.0|0.0|0.0|0.5|1.0|16.0|1.0|0.7734375|1.0|0|0.4609375|0.640625|0.015625|0.8739495873451233|1.0|0.3984375|0.4453781545162201|0.0|0.53125|0.5|0.3984375|0.4117647111415863|1.0|0.578125|0.3025210201740265|7.0|5|2|4|5|1|16|6|0.484375|1.0|0.859375|0.0|0.5|0.0|0.3671875|6|2|0.3515625|Volume=0.0/-0.03125/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/-0.000899970531463623/0.0/0.0/0.0/0.0/0.04200005531311035/0.0/0.0/0.0!Osc 1 Pos=0.0/0.0/0.0/0.0/0.0/0.328125/0.0/0.0/0.0/0.0/0.0!Filter 1 Freq=-0.09375/0.65625/0.0/0.0/0.078125/0.234375/-1.0/0.0/0.0/-0.265625/0.0!Osc 2 Pos=0.0/-0.03125/0.0/0.0/0.25/0.625/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 2=0.0/0.0/0.0/-0.015625/0.0/0.15625/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 1=0.0/0.0/-0.015625/0.0/0.0/0.0/0.0/0.0/0.0/0.1875/0.0!Filter 2 Freq=0.0/0.0/0.0/0.0/0.0/0.09312498569488525/0.0/0.0/0.0/0.140625/0.0!Filter 2 Res=0.0/0.859375/0.0/0.0/0.0/0.390625/0.0/0.0/0.0/0.75/0.0!LFO 1 Amount=0.65625/-0.21875/0.015625/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0!LFO 2 Amount=0.859375/0.40625/-0.28125/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0!Osc 2 Gain=0.0/0.03125/0.140625/0.265625/1.0/0.171875/0.0/0.0/0.0/-0.046875/0.0!Filter 1 Res=0.0/0.0/0.0/0.0/0.0/0.46875/0.0/0.0/0.0/0.0/0.0!Filter 2 Drive=0.0/0.21875/0.0/0.0/1.0/0.59375/0.03125/0.0/0.0/0.0/0.0
Polardazed Pattern:0.734375|0.15625|0.75|0.41592657566070557|0.0|0.75|0.171875|0.9765625|0.238095223903656|0.453125|0.7142857313156128|0.4140625|0.0078125|0.2578125|0.0|0.984375|0.6484375|0.1328125|0.5703125|0.5|0.5703125|0.75|0.41592657566070557|0.0|0.625|0.0|1.0|0.75|0.125|0.3203125|0.0|0.1796875|0.20634965598583221|4.0|0.0|1.0|0.523809552192688|0.0|0.0|0.0|0.3046875|0.3492112159729004|4.0|0.0|1.0|0.5634920597076416|0.0|0.0|0|0.09375|0.5|1.0|0.0|0.4609375|0.0|1.0|17.0|2.0|0.234375|1.0|0.671875|0.0703125|0.8828125|0.09374996274709702|1.0|8.0|0.0|0.46875|1.0|0|0.5|0.25|0.0|0.7731092572212219|1.0|0.375|0.5126050710678101|-12.0|0.5|0.703125|0.0|0.9831932783126831|1.0|0.65625|0.529411792755127|0.0|10|2|6|10|2|6|6|0.578125|1.0|0.0|1.0|0.5|0.0|0.328125|3|2|0.3828125|Volume=0.0/0.140625/0.34375/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.046666622161865234/0.0/0.5/0.0!Osc 1 Pos=0.0/0.34375/-0.328125/0.0/1.0/0.078125/0.0/0.0/0.0/-0.546875/0.0!Filter 1 Freq=0.25/1.0/0.046875/-0.125/0.328125/-0.390625/0.0/0.0/0.359375/-0.234375/0.0!Osc 2 Pos=0.0/-0.140625/0.15625/0.0/0.570000410079956/-0.109375/0.0/0.0/0.234375/0.3125/0.0!Filter 2 Freq=-0.015625/-0.296875/0.171875/0.5625/0.515625/0.203125/0.0/0.0/-0.453125/0.34375/0.0!Filter 2 Res=0.0/0.0/0.0/-0.5/-0.0625/0.0/0.0/0.0/0.28125/0.328125/0.0!LFO 1 Amount=0.171875/0.4375/-0.046875/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Osc 2 Effect 2=0.28125/0.421875/0.046875/-0.234375/0.59375/0.171875/0.0/0.0/0.0/-0.25/0.0
Poly 60 Saw:0.5|0.0390625|0.738095223903656|0.7567567825317383|0.0|0.71875|0.1953125|0.953125|0.5|0.4453125|1.0|0.8671875|0.0|0.015625|0.0|0.9921875|0.75|0.3359375|0.5859375|0.4140625|0.0546875|0.328125|0.662162184715271|0.0|0.0|0.0|0.9923076629638672|0.75|0.41592657566070557|0.359375|0.0|0.265625|0.5991449356079102|0.0|0.0|1.0|0.444444477558136|1.0|0.0|0.0|0.140625|0.7698427438735962|0.0|0.0|1.0|0.341269850730896|1.0|0.0|0|0.1875|0.5|0.375|0.359375|0.0|0.18749995529651642|1.0|6.0|0.0|0.6640625|1.0|0.515625|0.25|0.0|0.0390624962747097|1.0|15.0|0.0|0.6875|0.0|1|0.5|0.0|0.0|1.0|1.0|0.5|0.1764705926179886|-12.0|0.4765625|0.0|0.2265625|0.5546218752861023|0.0|0.5234375|0.6554622054100037|0.0|9|2|13|0|1|0|4|0.171875|1.0|0.84375|1.0|0.4609375|0.0|0.2421875|6|6|0.5703125|Volume=0.0/0.0/0.0/0.0/0.0/0.171875/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.04200005531311035/0.0/0.0/0.0!Osc 1 Pos=0.0/0.0/0.0/0.0/1.0/0.375/0.0/0.0/0.0/0.03125/0.0!Filter 1 Freq=0.0/0.109375/0.921875/-0.0625/-0.125/-0.390625/0.0/0.0/0.5/0.21875/0.0!LFO 1 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.84375/0.0!Osc 1 Effect 1=0.0/0.125/-0.109375/0.09375/-0.390625/0.796875/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 2=0.0/0.1875/0.28125/-0.0625/0.0/0.484375/0.0/0.0/0.0/0.0/0.0!Env 2 Attack=0.0/0.1875/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!LFO 1 S. Rate=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.484375/0.0!LFO 2 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0!LFO 2 S. Rate=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.390625/0.0!Unison Amount=0.0/-0.4375/0.578125/0.078125/0.265625/0.171875/0.0/0.0/0.0/0.125/0.0
Poly Filter Pulse:0.5|0.0390625|0.738095223903656|0.7567567825317383|0.0|0.71875|0.1953125|0.953125|0.5|0.2890625|1.0|0.8671875|0.0|0.015625|0.0|0.9921875|0.75|0.3359375|0.5859375|0.4140625|0.0546875|0.328125|0.662162184715271|0.0|0.0|0.0|0.9923076629638672|0.75|0.41592657566070557|0.359375|0.0|0.265625|0.26190632581710815|0.0|0.0|1.0|0.444444477558136|1.0|0.0|0.0|0.140625|0.8174570798873901|0.0|0.0|1.0|0.341269850730896|1.0|0.0|0|0.1875|0.5|0.375|0.359375|0.0|0.18749995529651642|1.0|6.0|0.0|0.6640625|1.0|0.515625|0.25|0.0|0.0390624962747097|1.0|15.0|0.0|0.6875|0.0|1|0.5|0.0|0.0|1.0|1.0|0.5|0.4789915978908539|-12.0|0.4765625|0.0|0.2265625|0.5546218752861023|0.0|0.5234375|0.6554622054100037|0.0|9|2|10|0|1|0|4|0.171875|1.0|0.84375|1.0|0.4609375|0.0|0.140625|6|6|0.4609375|Volume=0.0/0.0/0.0/0.0/0.0/0.171875/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.04200005531311035/0.0/0.0/0.0!Osc 1 Pos=0.0/0.0/0.0/0.0/1.0/0.375/0.0/0.0/0.0/0.03125/0.0!Filter 1 Freq=0.0/0.109375/0.921875/-0.0625/-0.125/-0.390625/0.0/0.0/0.5/0.21875/0.0!LFO 1 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.84375/0.0!Osc 1 Effect 1=0.0/0.125/0.03125/0.09375/-0.390625/0.796875/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 2=0.0/0.1875/0.28125/-0.0625/0.0/0.484375/0.0/0.0/0.0/0.0/0.0!Env 2 Attack=0.0/0.1875/0.046875/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!LFO 1 S. Rate=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.484375/0.0!LFO 2 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0!LFO 2 S. Rate=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.390625/0.0!Unison Amount=0.0/-0.4375/0.578125/0.078125/0.265625/0.171875/0.0/0.0/0.0/0.125/0.0!Sub Tone=0.0/0.3125/0.078125/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Sub Gain=0.0/0.1875/0.0/0.0/0.0/0.0625/0.0/0.0/0.0/0.0/0.0!Filter 2 Freq=0.0/-0.3125/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0
Poly Filter Saw:0.5|0.11066818982362747|0.738095223903656|0.7567567825317383|0.0|0.71875|0.12247677892446518|0.953125|0.5|0.0859375|1.0|0.8671875|0.0|0.0|0.0|0.9921875|0.75|0.3359375|0.890625|0.4140625|0.1171875|0.328125|0.662162184715271|0.0|0.0|0.0|0.9923076629638672|0.75|0.41592657566070557|0.359375|0.0|0.265625|0.1904773712158203|0.0|0.0|1.0|0.2380952388048172|1.0|0.0|0.0|0.140625|0.8968259692192078|0.0|0.0|1.0|0.5158730149269104|1.0|0.0|0|0.1875|0.5|0.375|0.359375|0.0|0.18749995529651642|1.0|15.0|0.0|0.6640625|1.0|0.515625|0.25|0.0|0.265625|1.0|15.0|0.0|0.6875|0.0|1|0.5|0.484375|0.109375|1.0|1.0|0.5|0.16806723177433014|-12.0|0.4765625|0.0|0.2265625|0.5546218752861023|0.0|0.5234375|0.6554622054100037|0.0|0|2|0|0|1|0|4|0.34375|1.0|0.84375|1.0|0.4609375|0.0|0.4375|6|5|0.4921875|Volume=0.0/0.0/0.0/0.0/0.0/0.171875/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.04200005531311035/0.0/0.0/0.0!Osc 1 Pos=0.0/0.0/0.0/0.0/1.0/0.375/0.0/0.0/0.0/0.03125/0.0!Filter 1 Freq=0.0/0.109375/0.921875/-0.0625/-0.125/-0.1875/0.0/0.0/0.5/0.21875/0.0!LFO 1 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0!Osc 1 Effect 1=0.0/-0.0625/0.0/0.09375/-0.109375/0.01874995231628418/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 2=0.0/0.1875/0.28125/-0.0625/0.0/0.484375/0.0/0.0/0.0/0.0/0.0!LFO 1 S. Rate=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.484375/0.0!LFO 2 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0!LFO 2 S. Rate=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.390625/0.0!Unison Amount=0.0/0.0/0.71875/0.078125/0.265625/0.0/0.0/0.0/0.0/0.125/0.0!Filter 2 Freq=0.0/0.3781249523162842/-0.359375/0.0/0.0/-0.21875/0.0/0.0/0.0/0.0/0.0!Osc 2 Effect 1=0.0/0.0/0.0/0.0/0.0/-0.003125011920928955/0.0/0.0/0.0/0.0/0.0!Osc 2 Effect 2=0.0/0.0/0.0/0.0/0.0/-0.21875/0.0/0.0/0.0/0.0/0.0
Poly Juno Square:0.5|0.0390625|0.738095223903656|0.7567567825317383|0.0|0.71875|0.1953125|0.953125|0.5|0.4453125|1.0|0.8671875|0.0|0.015625|0.0|0.9921875|0.75|0.3359375|0.5859375|0.4140625|0.0546875|0.328125|0.662162184715271|0.0|0.0|0.0|0.9923076629638672|0.75|0.41592657566070557|0.359375|0.0|0.265625|0.6508032083511353|0.0|0.0|1.0|0.3968254029750824|1.0|0.0|0.0|0.140625|0.8033262491226196|0.0|0.0|1.0|0.5|1.0|0.0|0|0.1875|0.5|0.1875|0.390625|0.0|0.18749995529651642|1.0|8.0|0.0|0.6640625|1.0|0.234375|0.25|0.0|0.0624999925494194|1.0|15.0|0.0|0.6875|0.0|1|0.5|0.421875|0.0|1.0|1.0|0.5|0.605042040348053|-12.0|0.4765625|0.0|0.2265625|0.5546218752861023|0.0|0.5234375|0.6554622054100037|0.0|10|2|3|0|1|0|4|0.171875|1.0|0.84375|1.0|0.4609375|0.0|0.109375|6|6|0.546875|Volume=0.0/0.0/0.0/0.0/0.0/0.171875/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.04200005531311035/0.0/0.0/0.0!Osc 1 Pos=0.0/0.0/0.0/0.0/1.0/0.375/0.0/0.0/0.0/0.03125/0.0!Filter 1 Freq=0.0/0.109375/0.921875/-0.0625/-0.125/-0.625/0.0/0.0/0.5/0.21875/0.0!LFO 1 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0!Osc 1 Effect 1=0.0/0.125/-0.109375/0.09375/-0.390625/-0.140625/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 2=0.0/0.1875/0.28125/-0.0625/0.0/0.484375/0.0/0.0/0.0/0.0/0.0!LFO 1 S. Rate=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.484375/0.0!LFO 2 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0!LFO 2 S. Rate=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.390625/0.0!Unison Amount=0.0/-0.4375/0.578125/0.078125/0.265625/0.296875/0.0/0.0/0.0/0.125/0.0!Env 2 Attack=0.0/0.1875/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0
Poly Pressure Saw:0.5|0.0390625|0.738095223903656|0.7567567825317383|0.0|0.71875|0.1953125|0.953125|0.5|0.2890625|1.0|0.8671875|0.0|0.015625|0.0|0.9921875|0.75|0.3359375|0.5859375|0.4140625|0.0546875|0.328125|0.662162184715271|0.0|0.0|0.0|0.9923076629638672|0.75|0.41592657566070557|0.359375|0.0|0.265625|0.2619069516658783|0.0|0.0|1.0|0.444444477558136|1.0|0.0|0.0|0.140625|0.7857151031494141|0.0|0.0|1.0|0.341269850730896|1.0|0.0|0|0.1875|0.5|0.375|0.359375|0.0|0.18749995529651642|1.0|6.0|0.0|0.6640625|1.0|0.515625|0.25|0.0|0.0390624962747097|1.0|15.0|0.0|0.6875|0.0|1|0.5|0.0|0.0|1.0|1.0|0.5|0.4789915978908539|-12.0|0.4765625|0.0|0.2265625|0.5546218752861023|0.0|0.5234375|0.6554622054100037|0.0|9|2|13|0|1|0|4|0.171875|1.0|0.84375|1.0|0.4609375|0.0|0.3984375|6|6|0.5012500286102295|Volume=0.0/0.0/0.0/0.0/0.0/0.171875/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.04200005531311035/0.0/0.0/0.0!Osc 1 Pos=0.0/0.0/0.0/0.0/1.0/0.375/0.0/0.0/0.0/0.03125/0.0!Filter 1 Freq=0.0/0.109375/0.921875/-0.0625/-0.125/-0.390625/0.0/0.0/0.5/0.21875/0.0!LFO 1 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.84375/0.0!Osc 1 Effect 1=0.0/0.125/0.03125/0.09375/-0.390625/0.796875/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 2=0.0/0.1875/0.28125/-0.0625/0.0/0.484375/0.0/0.0/0.0/0.0/0.0!LFO 1 S. Rate=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.484375/0.0!LFO 2 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0!LFO 2 S. Rate=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.390625/0.0!Unison Amount=0.0/-0.4375/0.578125/0.078125/0.265625/0.171875/0.0/0.0/0.0/0.125/0.0!Env 2 Attack=0.0/0.1875/0.046875/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Sub Tone=0.0/0.3125/0.078125/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Sub Gain=0.0/0.1875/0.0/0.0/0.0/0.0625/0.0/0.0/0.0/0.0/0.0!Filter 2 Freq=0.0/-0.3125/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0
Poly Pulse Blend:0.5|0.06546875089406967|0.738095223903656|0.7567567825317383|0.0|0.71875|0.1953125|0.953125|0.5|0.3828125|1.0|0.8671875|0.0|0.5465624332427979|0.0|0.9921875|0.75|0.3359375|0.7265625|0.4140625|0.1328125|0.328125|0.662162184715271|0.0|0.0|0.0|0.9923076629638672|0.75|0.41592657566070557|0.53125|0.0|0.265625|0.642861008644104|0.0|0.0|1.0|0.444444477558136|1.0|0.0|0.0|0.140625|0.8888899087905884|0.0|0.0|1.0|0.341269850730896|1.0|0.0|0|0.1875|0.5|0.3671875|0.828125|0.0|0.18749995529651642|1.0|6.0|0.0|0.71875|1.0|0.203125|0.4765625|0.0|0.1406249850988388|1.0|15.0|0.0|0.6875|0.0|1|0.5|0.5|0.0|1.0|1.0|0.421875|0.4285714328289032|-12.0|0.4765625|0.5|0.2265625|0.2689075767993927|1.0|0.6015625|0.7647058963775635|0.0|9|2|10|0|1|0|4|0.1171875|1.0|0.84375|1.0|0.4609375|0.0|0.34375|6|6|0.4140625|Volume=0.0/0.0/0.0/0.0/0.0/0.171875/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.04200005531311035/0.0/0.0/0.0!Osc 1 Pos=0.0/0.0/0.0/0.0/1.0/0.375/0.0/0.0/0.0/0.03125/0.0!Filter 1 Freq=0.0/0.109375/0.921875/-0.0625/-0.125/-0.375/0.0/0.0/0.5/0.21875/0.0!LFO 1 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.84375/0.0!Osc 1 Effect 1=0.0/0.125/-0.109375/0.09375/-0.390625/0.28125/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 2=0.0/0.1875/0.28125/-0.0625/0.0/0.484375/0.0/0.0/0.0/0.0/0.0!LFO 1 S. Rate=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.484375/0.0!LFO 2 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0!LFO 2 S. Rate=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.390625/0.0!Unison Amount=0.0/-0.4375/0.578125/0.078125/0.265625/0.171875/0.0/0.0/0.0/0.125/0.0!Env 2 Attack=0.0/0.1875/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Filter 2 Freq=0.0/-0.25/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Osc 2 Effect 2=0.0/0.34375/0.0/0.0/0.0/0.171875/0.0/0.0/0.0/0.0/0.0!Env 2 Initial=0.0/0.3125/0.171875/0.0/0.0/0.390625/0.0/0.0/0.0/0.0/0.0
