@params:A Coarse|A Fine|A Fix Freq|A Fix Freq Mul|A Fix On |A Freq<Vel|A Quantize|Ae Attack|Ae Decay|Ae Init|Ae Loop|Ae Mode|Ae Peak|Ae R < Vel|Ae Release|Ae Retrig|Ae Sustain|Algorithm|B Coarse|B Fine|B Fix Freq|B Fix Freq Mul|B Fix On |B Freq<Vel|B Quantize|Be Attack|Be Decay|Be Init|Be Loop|Be Mode|Be Peak|Be R < Vel|Be Release|Be Retrig|Be Sustain|C Coarse|C Fine|C Fix Freq|C Fix Freq Mul|C Fix On |C Freq<Vel|C Quantize|Ce Attack|Ce Decay|Ce Init|Ce Loop|Ce Mode|Ce Peak|Ce R < Vel|Ce Release|Ce Retrig|Ce Sustain|D Coarse|D Fine|D Fix Freq|D Fix Freq Mul|D Fix On |D Freq<Vel|D Quantize|De Attack|De Decay|De Init|De Loop|De Mode|De Peak|De R < Vel|De Release|De Retrig|De Sustain|Fe A Slope|Fe Amount|Fe Attack|Fe D Slope|Fe Decay|Fe End|Fe Init|Fe Loop|Fe Mode|Fe Peak|Fe R < Vel|Fe R Slope|Fe Release|Fe Retrig|Fe Sustain|Filt < Key|Filt < LFO|Filt < Vel|Filter Circuit - BP/NO/Morph|Filter Circuit - LP/HP|Filter Drive|Filter Freq|Filter Morph|Filter On|Filter Res|Filter Slope|Filter Type|Glide On|Glide Time|LFO < Pe|LFO < Vel|LFO Amt|LFO Amt A|LFO Amt B|LFO Dst B|LFO On|LFO R < K|LFO Range|LFO Rate|LFO Retrigger|LFO Sync|LFO Type|Le Attack|Le Decay|Le End|Le Init|Le Loop|Le Mode|Le Peak|Le R < Vel|Le Release|Le Retrig|Le Sustain|Osc-A < LFO|Osc-A < Pe|Osc-A Feedb|Osc-A Lev < Key|Osc-A Lev < Vel|Osc-A Level|Osc-A On|Osc-A Phase|Osc-A Retrig|Osc-A Wave|Osc-B < LFO|Osc-B < Pe|Osc-B Feedb|Osc-B Lev < Key|Osc-B Lev < Vel|Osc-B Level|Osc-B On|Osc-B Phase|Osc-B Retrig|Osc-B Wave|Osc-C < LFO|Osc-C < Pe|Osc-C Feedb|Osc-C Lev < Key|Osc-C Lev < Vel|Osc-C Level|Osc-C On|Osc-C Phase|Osc-C Retrig|Osc-C Wave|Osc-D < LFO|Osc-D < Pe|Osc-D Feedb|Osc-D Lev < Key|Osc-D Lev < Vel|Osc-D Level|Osc-D On|Osc-D Phase|Osc-D Retrig|Osc-D Wave|PB Range|Pan < Key|Pan < Rnd|Panorama|Pe A Slope|Pe Amount|Pe Amt A|Pe Amt B|Pe Attack|Pe D Slope|Pe Decay|Pe Dst B|Pe End|Pe Init|Pe Loop|Pe Mode|Pe On|Pe Peak|Pe R < Vel|Pe R Slope|Pe Release|Pe Retrig|Pe Sustain|Shaper Drive|Shaper Mix|Shaper Type|Spread|Time|Time < Key|Tone|Transpose|Volume
Arena Brass:1.0|5.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|10.0|0.0|995.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|1.0|10.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|0.0|990.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|0.0|32.0|0.5|4.0|0.5227272510528564|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.5158730149269104|0.35557058453559875|3.0|0.7758620977401733|50.0|0.0|36.0|0.0|4.0|8.25|0.5158730149269104|0.0|1.0|0.0|0.0|0.0|0.0|0.5397940278053284|1.0|0.0|0.25|100.0|100.0|0.0|0.0|0.0|0.0|64.0|1.0|3.0|0.0|0.0|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|1.0|0.0|0.0|0.0|30.0|0.699999988079071|1.0|0.0|1.0|10.0|1.0|1.0|0.0|0.0|30.0|0.699999988079071|1.0|0.0|1.0|10.0|1.0|0.0|0.0|0.0|30.0|0.699999988079071|1.0|0.0|1.0|10.0|1.0|0.0|0.0|0.0|30.0|0.699999988079071|1.0|0.0|1.0|10.0|2.0|0.0|0.0|0.0|0.0|0.1269841194152832|100.0|100.0|0.0|1.0|0.581428050994873|0.0|0.0|12.0|0.5397940278053284|0.0|1.0|12.0|0.0|1.0|0.35557058453559875|3.0|0.0|0.0|100.0|0.0|100.0|0.0|0.0|0.699999988079071|0.0|0.3888888955116272
Atom Lead:0.0|988.0|0.0|3.0|0.0|0.0|1.0|0.23863635957241058|0.75|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.20454545319080353|3.0|0.9375|9.0|0.0|5.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.21590909361839294|0.8522727489471436|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.23863635957241058|3.0|0.890625|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.125|0.6136363744735718|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.23863635957241058|3.0|0.75|1.0|0.0|0.3499999940395355|5.0|0.0|0.0|1.0|0.0|0.3863636255264282|1.0294698427060212e-07|0.5397940278053284|0.0|0.5|0.0|0.6818181872367859|3.0|0.984375|0.0|62.0|0.125|0.0|0.7724409699440002|0.0|0.03125|0.5397940278053284|0.0|1.0|0.0|0.1031746044754982|0.8767123222351074|3.0|0.44053274393081665|0.0|0.0|88.0|0.0|0.0|0.0|0.1031746044754982|0.0|1.0|0.439453125|0.0|0.0|1.0|0.45105451345443726|0.0|0.0|0.0703125|100.0|100.0|0.0|1.0|0.03125|0.0|3.96875|0.0|3.0|0.0|0.0|0.5789896845817566|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|1.0|3.0|1.0|1.0|0.0|35.0|0.0|0.0|0.8888888955116272|1.0|0.0|0.0|22.0|1.0|1.0|38.0|0.0|0.0|1.0|1.0|0.0|0.0|22.0|1.0|0.0|17.0|0.0|0.0|0.9365079402923584|1.0|0.0|1.0|22.0|1.0|1.0|73.0|0.0|13.0|0.5873016119003296|1.0|0.0|1.0|22.0|2.0|0.0|0.0|0.0|0.7333333492279053|0.07874011993408203|100.0|100.0|0.46590909361839294|1.0|0.84375|20.0|-2.0|45.0|0.5397940278053284|0.0|1.0|-1.0|0.0|1.0|0.17045454680919647|3.0|0.0|12.0|60.0|3.0|83.0|0.0|53.0|0.4609375|0.0|0.738095223903656
Azimuth Bass:0.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.1796875|0.7890625|0.0|0.5397940278053284|0.0|1.0|0.0|0.421875|3.0|1.0|7.0|2.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.4204545319080353|0.0|0.5397940278053284|0.0|1.0|0.0|0.421875|3.0|1.0|7.0|305.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.6363636255264282|0.0|0.5397940278053284|0.0|1.0|0.0|0.0468750037252903|3.0|0.0|0.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.34375|3.0|1.0|4.0|77.0|0.0|0.0|0.7421875|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.007936503738164902|0.4140625|3.0|0.546875|0.0|0.0|0.0|0.0|0.0|6.1875|0.007936503738164902|0.0|1.0|0.1984127014875412|0.0|4.0|1.0|0.5220000147819519|1.0|0.0|0.453125|100.0|100.0|0.0|1.0|0.0|0.0|96.2421875|1.0|3.0|0.0|0.0|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|29.0|1.0|22.0|0.0|1.0|0.0|0.0|0.0|0.1328125|1.0|0.0|1.0|10.0|1.0|1.0|15.0|0.0|0.0|0.9841269850730896|1.0|1.0|1.0|22.0|0.0|1.0|0.0|0.0|0.0|0.2460317462682724|1.0|0.0|1.0|17.0|2.0|0.0|9.0|0.0|0.0|0.0|100.0|100.0|0.0|1.0|0.6590909361839294|0.0|0.0|12.0|0.5397940278053284|0.0|1.0|12.0|0.0|1.0|0.35557058453559875|3.0|28.0|3.1875|100.0|0.0|0.0|0.0|0.0|0.4453125|12.0|0.625
Azimuth Brass:0.0|988.0|0.0|3.0|0.0|0.0|1.0|0.23863635957241058|0.75|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.20454545319080353|3.0|0.9375|9.0|0.0|5.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.21590909361839294|0.8522727489471436|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.23863635957241058|3.0|0.890625|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.125|0.6136363744735718|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.23863635957241058|3.0|0.75|1.0|0.0|0.3499999940395355|5.0|0.0|0.0|1.0|0.0|0.3863636255264282|1.0294698427060212e-07|0.5397940278053284|0.0|0.5|0.0|0.6818181872367859|3.0|0.984375|0.0|62.0|0.591338574886322|0.0|0.7724409699440002|0.0|0.03125|0.5397940278053284|0.0|1.0|0.0|0.1031746044754982|0.8767123222351074|3.0|0.44053274393081665|0.0|0.0|88.0|0.0|0.0|0.0|0.1031746044754982|0.0|1.0|0.466269850730896|0.0|0.0|0.0|0.6954242587089539|0.0|0.0|0.0703125|100.0|100.0|0.0|1.0|0.03125|0.0|3.96875|0.0|3.0|0.0|0.0|0.5789896845817566|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|1.0|3.0|1.0|1.0|0.0|51.0|0.0|0.0|0.8888888955116272|1.0|0.0|0.0|22.0|1.0|1.0|51.0|0.0|0.0|1.0|1.0|0.0|0.0|22.0|1.0|0.0|0.0|0.0|0.0|0.9365079402923584|1.0|0.0|1.0|22.0|1.0|1.0|73.0|0.0|13.0|0.5873016119003296|1.0|0.0|1.0|22.0|2.0|0.0|0.0|0.0|0.7333333492279053|0.07874011993408203|100.0|100.0|0.46590909361839294|1.0|0.84375|20.0|-2.0|45.0|0.5397940278053284|0.0|1.0|-1.0|0.0|1.0|0.17045454680919647|3.0|0.0|-3.0|60.0|1.0|83.0|0.0|53.0|0.4609375|0.0|0.390625
Basscycle Aftertouch:27.0|0.0|0.2031104862689972|4.0|0.0|100.0|1.0|0.3068181872367859|0.6704545617103577|0.0|0.5397940278053284|0.0|0.9655172228813171|0.0|0.5227272510528564|3.0|0.9375|6.0|13.0|0.0|0.2031104862689972|4.0|0.0|0.0|1.0|1.0|0.6931818127632141|0.0|0.5397940278053284|0.0|1.0|-46.0|0.5|3.0|1.0294698427060212e-07|48.0|385.0|0.4320000112056732|4.0|0.0|0.0|1.0|0.15909090638160706|0.7272727489471436|0.0|0.5397940278053284|0.0|0.9655172228813171|0.0|0.35557058453559875|3.0|1.0|25.0|0.0|0.2031104862689972|4.0|0.0|0.0|1.0|0.3181818127632141|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|0.0|44.0|0.0|2.0|0.581428050994873|0.0|0.10000000149011612|0.5397940278053284|0.0|1.0|0.0|0.190476194024086|0.35557058453559875|3.0|0.5|0.0|0.0|100.0|0.0|2.0|0.0|0.190476194024086|0.0|1.0|0.0496031753718853|0.0|0.0|0.0|0.6954242587089539|1.0|0.0|0.0|100.0|100.0|0.0|1.0|0.0|0.0|79.62698364257812|1.0|3.0|0.0|0.0|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|18.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.9047619104385376|1.0|0.0|1.0|0.0|1.0|1.0|100.0|0.0|0.0|0.89682537317276|1.0|0.0|1.0|0.0|5.0|0.0|0.0|0.0|0.0|-1.0|100.0|100.0|0.0|1.0|0.581428050994873|0.0|0.0|12.0|0.5397940278053284|0.0|1.0|12.0|0.0|1.0|0.35557058453559875|3.0|0.0|0.0|100.0|0.0|100.0|0.0|0.0|0.699999988079071|-30.0|0.4841269850730896
Batcopter Interior:0.0|0.0|0.4345879852771759|4.0|0.0|-40.625|1.0|0.0|0.1875|0.0|0.53125|2.0|0.3984375|0.0|0.4375|4.0|0.9921875|7.0|2.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.90625|0.9298316240310669|0.5423728823661804|0.5397940278053284|0.0|1.0|0.0|0.8515625|3.0|0.6499998569488525|0.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.859375|1.0|0.7966101765632629|0.5397940278053284|0.0|1.0|0.0|0.7583900690078735|3.0|0.3024141490459442|10.0|2.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.6028827428817749|0.7894948720932007|0.9322034120559692|0.9375|1.0|1.0|0.0|0.7583900690078735|3.0|0.8500000238418579|0.0|-61.0|0.046875|2.0|0.6484375|0.6171875|0.359375|0.5397940278053284|2.0|0.1640625|10.0|0.734375|0.453125|3.0|0.765625|-12.0|0.0|-16.0|0.0|2.0|14.25|0.734375|0.75|1.0|0.6845238208770752|0.0|0.0|0.0|0.6954242587089539|1.0|0.09375|0.9523809552192688|100.0|100.0|0.0|1.0|0.2578125|2.0|83.34375|1.0|5.0|2.0|0.0|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|89.0|1.0|3.0|1.0|1.0|0.0|62.0|-95.0|-2.0|0.976190447807312|1.0|36.0|0.0|21.0|0.0|1.0|0.0|0.0|40.0|0.341269850730896|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.7222222089767456|0.0|0.0|1.0|19.0|0.0|1.0|0.0|31.0|77.0|0.2698412835597992|0.0|0.0|1.0|21.0|24.0|0.0|0.0|0.0|0.0|-0.158730149269104|100.0|100.0|0.6484375|1.0|0.8132498264312744|0.0|0.0|7.0|0.5397940278053284|2.0|1.0|2.0|7.0|1.0|0.4140625|3.0|38.0|-3.75|100.0|0.0|53.0|-50.0|-6.0|0.7777777910232544|27.0|0.46875
BD 1 Kick:0.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.0|0.34375|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.4531249701976776|3.0|1.0294698427060212e-07|7.0|0.0|0.0|0.546000063419342|4.0|0.0|0.0|1.0|0.0|0.59375|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.8749999403953552|3.0|0.3828125|0.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.0|0.5590550899505615|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.578125|3.0|1.0294698427060212e-07|4.0|0.0|0.0|5.0|0.0|0.0|1.0|0.0|0.5593627095222473|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.8437500596046448|3.0|1.0294698427060212e-07|4.0|91.0|0.0|0.0|0.234375|0.0|0.0|0.5397940278053284|0.0|1.0|-7.0|0.0|0.0|3.0|0.0|0.0|1.0|22.0|0.0|0.0|0.0|0.0|0.5|1.0|0.0|1.0|4.0|0.0|0.5397939682006836|0.0|0.0|1.0|100.0|100.0|4.0|0.0|0.0|0.0|88.39199829101562|1.0|3.0|1.0|0.0|0.5814281105995178|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|0.0|1.0|0.0|0.0|37.0|0.7063491940498352|1.0|0.0|1.0|20.0|1.0|0.0|0.0|0.0|100.0|1.0294698427060212e-07|1.0|0.0|1.0|22.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|66.0|0.0|0.380952388048172|0.0|0.0|1.0|22.0|2.0|0.0|0.0|0.0|0.0|0.5555555820465088|100.0|100.0|0.0|1.0|0.3395669162273407|0.0|0.0|12.0|0.5397940278053284|0.0|1.0|48.0|-32.0|1.0|0.35557058453559875|3.0|-12.0|-12.0|100.0|1.0|0.0|1.0|0.0|0.6428571343421936|-13.0|1.0
Bebe Lead:1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.6704545617103577|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.4921875|3.0|1.0|0.0|1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|0.0|0.0|0.0|4.0|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|1.0|0.35557058453559875|3.0|0.0|100.0|0.0|0.0|0.0|4.0|6.75|1.0|0.0|1.0|0.0|1.0|0.0|1.0|0.5699999928474426|1.0|0.0|0.15079365670681|100.0|100.0|0.0|1.0|0.0|0.0|101.80158996582031|1.0|3.0|0.0|0.8409090638160706|0.7840909361839294|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|0.6034482717514038|1.0|1.0|0.0|0.0|25.0|0.699999988079071|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|2.0|0.0|0.0|0.0|0.0|-0.2539682388305664|100.0|100.0|0.0|1.0|0.581428050994873|0.0|0.0|12.0|0.5397940278053284|0.0|1.0|12.0|0.0|1.0|0.35557058453559875|3.0|0.0|0.0|100.0|0.0|100.0|0.0|0.0|0.699999988079071|0.0|0.7703372836112976
Bell String Detuned Pad:1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.7894948720932007|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.8537154197692871|3.0|0.49152541160583496|7.0|2.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.859663188457489|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|1.0|3.0|1.0|1.0|9.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.7661054134368896|1.0294698427060212e-07|0.5397940278053284|0.0|0.23728813230991364|0.0|0.8537154197692871|3.0|1.0|1.0|9.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.8362737894058228|1.0294698427060212e-07|0.5397940278053284|0.0|0.33898305892944336|0.0|1.0|3.0|1.0|4.0|25.0|0.0|0.0|0.9064421653747559|0.0|0.10000000149011612|0.5397940278053284|0.0|1.0|0.0|0.29921260476112366|1.0|3.0|0.0|68.0|0.0|0.0|0.0|0.0|0.0|0.29921260476112366|0.5|1.0|0.0|0.0|4.0|0.0|0.6954242587089539|0.0|0.0|0.0860000029206276|100.0|100.0|0.0|1.0|0.03125|0.0|88.64600372314453|1.0|3.0|2.0|0.0|0.7427159547805786|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|0.35593220591545105|0.0|1.0|3.0|1.0|1.0|0.0|0.0|0.0|45.0|1.0|1.0|0.0|1.0|0.0|1.0|0.0|0.0|-71.0|0.0|0.4881889820098877|1.0|0.0|1.0|8.0|1.0|1.0|0.0|0.0|45.0|0.890625|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|45.0|0.5433070659637451|1.0|0.0|1.0|8.0|12.0|0.0|0.0|0.0|0.0|0.023622047156095505|100.0|100.0|0.0|1.0|0.7076317071914673|0.0|0.0|0.0|0.5397940278053284|0.0|1.0|10.0|0.0|1.0|0.35557055473327637|3.0|2.0|0.0|100.0|0.0|0.0|0.0|0.0|0.5078125|0.0|0.5
Bells N Thin Pad:3.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.9375|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.59375|3.0|0.09375|7.0|18.0|248.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557055473327637|3.0|1.0|2.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.4296875|0.9090909957885742|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.7272727489471436|3.0|0.328125|2.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.296875|0.581428050994873|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557055473327637|3.0|1.0|4.0|0.0|0.0|0.0|0.46875|1.0|1.0|0.5397940278053284|0.0|0.171875|0.0|0.7857142686843872|0.328125|3.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.7857142686843872|0.0|1.0|0.0|0.0|4.0|0.0|0.5397940278053284|1.0|0.0|0.0476190485060215|100.0|100.0|0.0|1.0|0.0|0.0|34.269840240478516|1.0|3.0|0.0|0.0|0.581428050994873|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557055473327637|3.0|1.0|0.0|1.0|0.0|0.0|80.0|0.8095238208770752|1.0|0.0|1.0|22.0|0.0|1.0|0.0|0.0|0.0|0.095238097012043|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.7698412537574768|1.0|0.0|1.0|22.0|0.0|1.0|0.0|0.0|0.0|0.2539682686328888|1.0|0.0|1.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|100.0|100.0|0.0|1.0|0.581428050994873|0.0|0.0|12.0|0.5397940278053284|0.0|0.0|12.0|0.0|1.0|0.35557055473327637|3.0|0.0|0.0|100.0|0.0|1.0|0.0|0.0|0.230158731341362|-12.0|0.4249422550201416
Bells Brushed Hits:1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.359375|0.7613636255264282|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.6640625|3.0|0.640625|0.0|48.0|8.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.2954545319080353|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.3068181872367859|3.0|1.0294698427060212e-07|11.0|125.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.35227271914482117|1.0294698427060212e-07|0.5397940278053284|3.0|0.984375|0.0|0.0|3.0|1.0294698427060212e-07|1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557055473327637|3.0|1.0|4.0|0.0|0.0|0.0|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.9920634627342224|0.35557055473327637|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.9920634627342224|0.0|1.0|0.3373015820980072|0.0|4.0|0.0|0.5397940278053284|1.0|0.0|1.0|100.0|100.0|1.0|1.0|0.0|0.0|78.73999786376953|0.0|3.0|0.0|0.0|0.581428050994873|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557055473327637|3.0|1.0|0.0|1.0|0.0|-17.0|82.0|0.89682537317276|1.0|0.0|1.0|0.0|0.0|1.0|0.0|49.0|100.0|0.738095223903656|1.0|0.0|1.0|19.0|0.0|1.0|0.0|51.0|100.0|1.0|1.0|0.0|1.0|17.0|0.0|1.0|0.0|0.0|0.0|1.0294698427060212e-07|0.0|0.0|1.0|0.0|5.0|23.0|13.0|0.0|0.0|0.0|100.0|100.0|0.0|1.0|0.581428050994873|0.0|0.0|12.0|0.5397940278053284|0.0|0.0|12.0|0.0|1.0|0.35557055473327637|3.0|0.0|0.0|100.0|0.0|0.0|0.0|0.0|1.0|0.0|0.5249423384666443
Bells Classic Basic:1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.25|0.7386363744735718|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.7265625|3.0|1.0294698427060212e-07|7.0|3.0|168.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.9772727489471436|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.7578125|3.0|1.0294698427060212e-07|1.0|3.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.25|0.7954545617103577|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.8046875|3.0|1.0294698427060212e-07|3.0|171.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.9886363744735718|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.9545454382896423|3.0|1.0294698427060212e-07|4.0|0.0|0.0|0.0|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.43793073296546936|0.35557055473327637|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.43793073296546936|0.0|0.0|0.0|1.0|4.0|0.0|0.5397940278053284|1.0|0.0|0.16200000047683716|100.0|100.0|0.0|1.0|0.0|0.0|79.50199890136719|1.0|3.0|0.0|0.0|0.581428050994873|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557055473327637|3.0|1.0|1.0|1.0|0.0|0.0|0.0|0.9285714030265808|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.5234375|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.9285714030265808|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.5952380895614624|1.0|0.0|1.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|100.0|100.0|0.0|1.0|0.581428050994873|0.0|0.0|12.0|0.5397940278053284|0.0|0.0|12.0|0.0|1.0|0.35557055473327637|3.0|0.0|0.0|100.0|0.0|0.0|0.0|0.0|1.0|0.0|0.4249422550201416
