@params:A Coarse|A Fine|A Fix Freq|A Fix Freq Mul|A Fix On |A Freq<Vel|A Quantize|Ae Attack|Ae Decay|Ae Init|Ae Loop|Ae Mode|Ae Peak|Ae R < Vel|Ae Release|Ae Retrig|Ae Sustain|Algorithm|B Coarse|B Fine|B Fix Freq|B Fix Freq Mul|B Fix On |B Freq<Vel|B Quantize|Be Attack|Be Decay|Be Init|Be Loop|Be Mode|Be Peak|Be R < Vel|Be Release|Be Retrig|Be Sustain|C Coarse|C Fine|C Fix Freq|C Fix Freq Mul|C Fix On |C Freq<Vel|C Quantize|Ce Attack|Ce Decay|Ce Init|Ce Loop|Ce Mode|Ce Peak|Ce R < Vel|Ce Release|Ce Retrig|Ce Sustain|D Coarse|D Fine|D Fix Freq|D Fix Freq Mul|D Fix On |D Freq<Vel|D Quantize|De Attack|De Decay|De Init|De Loop|De Mode|De Peak|De R < Vel|De Release|De Retrig|De Sustain|Fe A Slope|Fe Amount|Fe Attack|Fe D Slope|Fe Decay|Fe End|Fe Init|Fe Loop|Fe Mode|Fe Peak|Fe R < Vel|Fe R Slope|Fe Release|Fe Retrig|Fe Sustain|Filt < Key|Filt < LFO|Filt < Vel|Filter Circuit - BP/NO/Morph|Filter Circuit - LP/HP|Filter Drive|Filter Freq|Filter Morph|Filter On|Filter Res|Filter Slope|Filter Type|Glide On|Glide Time|LFO < Pe|LFO < Vel|LFO Amt|LFO Amt A|LFO Amt B|LFO Dst B|LFO On|LFO R < K|LFO Range|LFO Rate|LFO Retrigger|LFO Sync|LFO Type|Le Attack|Le Decay|Le End|Le Init|Le Loop|Le Mode|Le Peak|Le R < Vel|Le Release|Le Retrig|Le Sustain|Osc-A < LFO|Osc-A < Pe|Osc-A Feedb|Osc-A Lev < Key|Osc-A Lev < Vel|Osc-A Level|Osc-A On|Osc-A Phase|Osc-A Retrig|Osc-A Wave|Osc-B < LFO|Osc-B < Pe|Osc-B Feedb|Osc-B Lev < Key|Osc-B Lev < Vel|Osc-B Level|Osc-B On|Osc-B Phase|Osc-B Retrig|Osc-B Wave|Osc-C < LFO|Osc-C < Pe|Osc-C Feedb|Osc-C Lev < Key|Osc-C Lev < Vel|Osc-C Level|Osc-C On|Osc-C Phase|Osc-C Retrig|Osc-C Wave|Osc-D < LFO|Osc-D < Pe|Osc-D Feedb|Osc-D Lev < Key|Osc-D Lev < Vel|Osc-D Level|Osc-D On|Osc-D Phase|Osc-D Retrig|Osc-D Wave|PB Range|Pan < Key|Pan < Rnd|Panorama|Pe A Slope|Pe Amount|Pe Amt A|Pe Amt B|Pe Attack|Pe D Slope|Pe Decay|Pe Dst B|Pe End|Pe Init|Pe Loop|Pe Mode|Pe On|Pe Peak|Pe R < Vel|Pe R Slope|Pe Release|Pe Retrig|Pe Sustain|Shaper Drive|Shaper Mix|Shaper Type|Spread|Time|Time < Key|Tone|Transpose|Volume
Dynamic Harmonics Bass:1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.32283464074134827|0.581428050994873|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.8274756073951721|3.0|1.0|10.0|2.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.32283464074134827|0.581428050994873|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.8274756073951721|3.0|1.0|0.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.32283464074134827|0.581428050994873|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.8274756073951721|3.0|1.0|1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557055473327637|3.0|1.0|4.0|0.0|0.0|0.0|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.4603174924850464|0.35557055473327637|3.0|0.0|0.0|0.0|85.0|0.0|0.0|0.0|0.4603174924850464|0.0|1.0|0.7172847390174866|0.0|4.0|1.0|0.5120000243186951|1.0|0.0|1.0|100.0|100.0|7.0|1.0|0.0|0.0|96.2421875|1.0|3.0|0.0|0.0|0.581428050994873|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557055473327637|3.0|1.0|0.0|1.0|33.0|0.0|57.0|0.682539701461792|1.0|0.0|1.0|9.0|0.0|1.0|40.0|0.0|60.0|0.4444444477558136|1.0|0.0|1.0|22.0|0.0|1.0|0.0|0.0|60.0|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0294698427060212e-07|0.0|0.0|1.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|100.0|100.0|0.0|1.0|0.581428050994873|0.0|0.0|12.0|0.5397940278053284|0.0|0.0|12.0|0.0|1.0|0.35557055473327637|3.0|0.0|1.3125|100.0|0.0|100.0|0.0|0.0|1.0|12.0|0.4761904776096344
Dynamic Inharmonics:2.0|0.0|0.41600000858306885|2.0|1.0|0.0|1.0|0.020833328366279602|0.49712657928466797|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.796875|3.0|0.7421875|1.0|6.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.6725475192070007|1.0294698427060212e-07|0.5397940278053284|0.0|0.7627118825912476|0.0|0.9041095972061157|3.0|0.4576271176338196|9.0|8.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.7310211658477783|1.0294698427060212e-07|0.78125|1.0|1.0|0.0|1.0|3.0|0.2711864411830902|1.0|0.0|0.9679999947547913|4.0|1.0|0.0|1.0|0.0|0.8479685187339783|1.0294698427060212e-07|0.5397940278053284|0.0|0.32203391194343567|0.0|1.0|3.0|0.1355932205915451|4.0|-100.0|0.0|0.0|0.54390549659729|0.0|0.10000000149011612|0.5397940278053284|0.0|1.0|0.0|0.9999999403953552|1.0|3.0|0.7288135886192322|0.0|0.0|0.0|0.0|0.0|0.0|0.9999999403953552|0.5|1.0|0.20000000298023224|0.0|4.0|0.0|0.6954242587089539|1.0|0.0|0.8560000061988831|100.0|100.0|0.0|1.0|0.0|0.0|17.859375|1.0|3.0|0.0|0.0|0.6140738725662231|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|1.0|3.0|0.033898308873176575|0.0|1.0|0.0|0.0|25.0|1.0|1.0|0.0|1.0|3.0|1.0|0.0|0.0|0.0|33.0|0.748031497001648|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|76.0|0.7559054493904114|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|60.0|0.8425197005271912|1.0|0.0|1.0|0.0|12.0|0.0|0.0|0.0|0.0|0.8425197005271912|100.0|100.0|0.0|1.0|0.41526344418525696|0.0|0.0|-4.0|0.5397940278053284|0.0|1.0|48.0|0.0|1.0|0.835616409778595|3.0|0.0|0.0|100.0|0.0|100.0|0.0|0.0|0.8968254327774048|-19.0|0.4365079402923584
Dynamic Pitch Keys:0.0|1.0|0.5625|4.0|0.0|12.0|1.0|0.0|0.6796875|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.5390625|3.0|1.0294698427060212e-07|4.0|0.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.0|0.40625|1.0|0.5397940278053284|0.0|1.0|0.0|0.5|3.0|0.694915235042572|0.0|523.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.0|0.4609375|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.0|3.0|1.0294698427060212e-07|0.0|0.0|0.4345880150794983|4.0|0.0|7.0|1.0|0.0|0.4921875298023224|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|0.01694915071129799|4.0|7.0|0.0|0.0|0.0|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.8515625|0.765625|3.0|1.0|100.0|1.0|0.0|0.0|0.0|0.0|0.8515625|0.0|0.0|0.0|1.0|4.0|0.0|0.5397939682006836|1.0|0.0|0.10999999940395355|100.0|100.0|0.0|1.0|0.0|0.0|94.0|1.0|0.0|0.0|0.21917808055877686|0.5814281105995178|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|0.47457626461982727|0.0|0.35557058453559875|3.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|22.0|1.0|1.0|0.0|0.0|0.0|0.8095238208770752|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.1349206417798996|1.0|0.0|1.0|22.0|1.0|1.0|0.0|0.0|0.0|0.8828125|1.0|0.0|1.0|0.0|5.0|0.0|34.0|0.0|0.0|0.0|100.0|100.0|0.45205479860305786|1.0|0.4109589159488678|0.0|0.0|48.0|0.359375|3.0|0.0|48.0|0.0|1.0|0.8515625|2.0|44.0|0.0|100.0|0.0|0.0|0.0|0.0|1.0|0.0|0.5158730149269104
E-Ride Cymbal Bells:2.0|0.0|0.628000020980835|4.0|1.0|0.0|1.0|0.0|0.6796875|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.71875|0.0|0.46875|6.0|23.0|0.0|1.0|5.0|1.0|0.0|1.0|0.0|0.9062499403953552|1.0294698427060212e-07|0.0703125|0.0|1.0|0.0|0.734375|2.0|0.5|35.0|65.0|0.9339999556541443|5.0|1.0|0.0|1.0|0.0|0.9140625596046448|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.796875|3.0|0.0625|4.0|71.0|0.6535432934761047|5.0|1.0|0.0|1.0|0.0|0.5859375|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|1.0|5.0|1.0294698427060212e-07|4.0|91.0|0.0|0.0|0.328125|0.5546875|0.0|0.5397940278053284|0.0|0.234375|0.0|0.32910922169685364|1.0|7.0|0.2890625|0.0|0.0|0.0|0.0|0.0|0.0|0.32910922169685364|0.5|1.0|0.557712972164154|0.0|4.0|0.0|0.5397939682006836|0.0|0.0|0.6380000114440918|100.0|100.0|0.0|1.0|0.0|1.0|127.0|1.0|3.0|5.0|0.0|0.5814281105995178|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|0.0|1.0|0.0|0.0|19.0|1.0|1.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|4.0|0.9126983880996704|1.0|0.0|1.0|22.0|0.0|0.0|0.0|0.0|0.0|0.6349206566810608|1.0|0.0|1.0|22.0|0.0|0.0|0.0|51.0|0.0|1.0|1.0|0.0|1.0|22.0|2.0|4.0|7.0|0.0|0.0|0.0|100.0|100.0|0.0|1.0|0.2578125|0.0|0.0|12.0|0.5397940278053284|0.0|1.0|48.0|0.0|1.0|0.35557058453559875|3.0|3.0|-12.0|100.0|1.0|0.0|1.0|0.0|0.579365074634552|0.0|0.7301587462425232
East End Bass:1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|9.0|0.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|0.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|0.0|34.0|0.0|0.0|0.6363636255264282|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.5555555820465088|0.35557058453559875|3.0|0.0|100.0|0.0|10.0|0.0|0.0|0.0|0.5555555820465088|0.0|1.0|0.3373015820980072|1.0|0.0|0.0|0.5397940278053284|1.0|0.0|0.0|100.0|100.0|0.0|1.0|0.0|0.0|105.0|1.0|3.0|0.0|0.0|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|1.0|1.0|0.0|0.0|20.0|0.699999988079071|1.0|0.0|1.0|10.0|1.0|1.0|0.0|0.0|20.0|0.5476190447807312|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|20.0|0.5396825671195984|1.0|0.0|1.0|18.0|1.0|1.0|0.0|0.0|20.0|0.0|1.0|0.0|1.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|100.0|100.0|0.0|1.0|0.581428050994873|0.0|0.0|12.0|0.5397940278053284|0.0|0.0|12.0|0.0|1.0|0.35557058453559875|3.0|0.0|0.0|100.0|0.0|0.0|0.0|0.0|0.699999988079071|0.0|0.6671444773674011
Electric FM Fuzz Bass:1.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.19685038924217224|0.5|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.4834335446357727|3.0|0.90625|6.0|3.0|5.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.15909090638160706|0.6328125|1.0|0.5397940278053284|0.0|0.578125|0.0|0.4834335446357727|3.0|0.25|1.0|5.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.0|0.5814281105995178|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.4834335446357727|3.0|1.0|1.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.0|0.5814281105995178|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|4.0|100.0|0.0|0.0|0.6363636255264282|1.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.4047619104385376|0.46590909361839294|3.0|0.3125|0.0|0.0|60.0|0.0|0.0|0.0|0.4047619104385376|0.0|1.0|0.0|1.0|4.0|1.0|0.35555553436279297|1.0|0.0|0.05999999865889549|100.0|100.0|0.0|1.0|0.0|0.0|64.0|0.0|3.0|2.0|0.034090906381607056|0.6136363744735718|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|0.859375|0.0|0.35557058453559875|3.0|0.4296875|1.0|1.0|0.0|0.0|70.0|1.0|1.0|40.0|1.0|19.0|1.0|1.0|0.0|0.0|0.0|0.460317462682724|1.0|80.0|1.0|22.0|1.0|1.0|0.0|0.0|70.0|0.7427455186843872|1.0|54.0|1.0|19.0|0.0|1.0|0.0|0.0|0.0|1.0294698427060212e-07|0.0|0.0|1.0|0.0|2.0|0.0|0.0|0.0|0.0|0.07936513423919678|100.0|100.0|0.0|1.0|0.5909090638160706|0.0|0.0|-7.0|0.5397940278053284|0.0|1.0|-5.0|0.0|1.0|0.35557058453559875|3.0|-1.0|12.0|0.0|1.0|0.0|0.0|0.0|0.7222222089767456|0.0|0.5
Electric FM Muffled Bass:1.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.19685038924217224|0.5|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.4834335446357727|3.0|0.90625|6.0|3.0|5.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.15909090638160706|0.6328125|1.0|0.5397940278053284|0.0|0.578125|0.0|0.4834335446357727|3.0|0.25|1.0|5.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.0|0.5814281105995178|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.4834335446357727|3.0|1.0|1.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.0|0.5814281105995178|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|4.0|100.0|0.0|0.0|0.6363636255264282|1.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.1587301641702652|0.46590909361839294|3.0|0.3125|0.0|0.0|60.0|0.0|0.0|0.0|0.1587301641702652|0.0|1.0|0.2678571343421936|1.0|4.0|1.0|0.35555553436279297|1.0|0.0|0.05999999865889549|100.0|100.0|0.0|1.0|0.0|0.0|64.0|0.0|3.0|2.0|0.034090906381607056|0.6136363744735718|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|0.859375|0.0|0.35557058453559875|3.0|0.4296875|1.0|1.0|0.0|0.0|70.0|1.0|1.0|40.0|1.0|19.0|1.0|1.0|0.0|0.0|0.0|0.6746031641960144|1.0|80.0|1.0|22.0|1.0|1.0|0.0|0.0|70.0|0.6602182388305664|1.0|54.0|1.0|19.0|0.0|1.0|0.0|0.0|0.0|1.0294698427060212e-07|0.0|0.0|1.0|0.0|2.0|0.0|0.0|0.0|0.0|0.07936513423919678|100.0|100.0|0.0|1.0|0.5909090638160706|0.0|0.0|-7.0|0.5397940278053284|0.0|1.0|-5.0|0.0|1.0|0.35557058453559875|3.0|-1.0|0.0|0.0|1.0|9.0|0.0|0.0|0.0714285746216774|0.0|0.6111111044883728
Electric FM Wow Bass:1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.8371438384056091|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557055473327637|3.0|1.0294698427060212e-07|0.0|1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.6931818127632141|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.15909090638160706|3.0|1.0294698427060212e-07|43.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.27272728085517883|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557055473327637|3.0|1.0294698427060212e-07|1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557055473327637|3.0|1.0|4.0|0.0|0.0|0.0|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.43793073296546936|0.35557055473327637|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.43793073296546936|0.0|0.0|0.0|1.0|4.0|1.0|0.3779527544975281|1.0|0.0|1.0|100.0|100.0|5.0|1.0|0.0|2.0|87.3125|1.0|5.0|0.0|0.0|0.581428050994873|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557055473327637|3.0|1.0|0.0|1.0|0.0|-24.0|40.0|0.9841269850730896|1.0|0.0|1.0|0.0|0.0|1.0|0.0|45.0|44.0|0.7716535329818726|1.0|0.0|1.0|0.0|0.0|1.0|0.0|71.0|100.0|0.7777777910232544|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.9920634627342224|1.0|0.0|1.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|100.0|100.0|0.0|1.0|0.581428050994873|0.0|0.0|12.0|0.5397940278053284|0.0|0.0|12.0|0.0|1.0|0.35557055473327637|3.0|0.0|0.0|100.0|0.0|0.0|0.0|0.0|0.4251968562602997|0.0|0.5499998927116394
Face Bass:0.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|8.0|0.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.4204545319080353|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|12.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.6363636255264282|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|0.0|1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|0.0|100.0|0.609375|2.0|0.875|0.0|0.0|0.5397940278053284|0.0|0.3515625|0.0|0.2857142984867096|0.35557058453559875|3.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.2857142984867096|0.0|1.0|1.0|1.0|0.0|0.0|0.5397940278053284|1.0|0.0|0.15079365670681|100.0|100.0|0.0|1.0|0.0|0.0|95.75396728515625|1.0|3.0|0.0|0.0|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|29.0|1.0|13.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|10.0|1.0|1.0|15.0|0.0|0.0|0.4920634925365448|1.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|100.0|100.0|0.0|1.0|0.6590909361839294|0.0|0.0|12.0|0.5397940278053284|0.0|1.0|12.0|0.0|1.0|0.35557058453559875|3.0|28.0|-3.9375|100.0|2.0|0.0|-100.0|0.0|0.9047619104385376|12.0|0.6269841194152832
Fancy Brass:1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.2890625|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.5|3.0|1.0|8.0|1.0|6.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.265625|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.578125|3.0|1.0|2.0|3.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.1875|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.5|3.0|1.0|1.0|4.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|0.0|0.0|0.0|1.0|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.60317462682724|0.35557058453559875|3.0|0.0|0.0|0.0|0.0|0.0|1.0|2.4375|0.60317462682724|0.0|0.0|0.20454545319080353|1.0|0.0|0.0|0.5397940278053284|1.0|0.0|0.25|100.0|100.0|0.0|0.0|0.0|0.0|64.0|1.0|3.0|0.0|0.0|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|1.0|1.0|0.0|0.0|0.0|0.699999988079071|1.0|0.0|1.0|10.0|1.0|1.0|0.0|0.0|0.0|0.5952380895614624|1.0|0.0|1.0|10.0|1.0|1.0|0.0|0.0|0.0|0.6111111044883728|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.3253968358039856|1.0|0.0|1.0|10.0|5.0|0.0|0.0|0.0|0.0|0.0|100.0|100.0|0.0|1.0|0.581428050994873|0.0|0.0|12.0|0.5397940278053284|0.0|0.0|12.0|0.0|1.0|0.35557058453559875|3.0|0.0|3.75|100.0|1.0|100.0|0.0|0.0|0.699999988079071|0.0|0.712457001209259
Fast Filter Attack Bass:2.0|0.0|0.5625|4.0|0.0|0.0|1.0|0.0|0.5814281105995178|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|3.0|3.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.0|0.8082191944122314|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.265625|3.0|0.694915235042572|4.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.0|0.5814281105995178|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.0|3.0|1.0|6.0|1.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.0|1.0|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|0.3050847351551056|4.0|86.0|0.5078125|0.0|0.5859375|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.4444444477558136|0.35557058453559875|3.0|0.0|100.0|1.0|0.0|0.0|0.0|0.0|0.4444444477558136|0.0|1.0|0.2876984179019928|0.0|4.0|0.0|0.5397939682006836|1.0|0.0|0.4761904776096344|100.0|100.0|0.0|1.0|0.0|0.0|101.80158996582031|1.0|0.0|0.0|0.21917808055877686|0.5814281105995178|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|0.47457626461982727|0.0|0.35557058453559875|3.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|17.0|0.0|1.0|0.0|0.0|0.0|0.7777777910232544|1.0|0.0|1.0|15.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|11.0|0.0|1.0|0.0|0.0|0.0|0.4126984179019928|1.0|0.0|1.0|17.0|5.0|0.0|0.0|0.0|0.0|1.0|100.0|100.0|0.232876718044281|1.0|0.6164383292198181|0.0|0.0|12.0|0.5397940278053284|2.0|0.0|48.0|0.0|1.0|0.7534246444702148|4.0|-48.0|-12.0|100.0|0.0|0.0|-3.0|0.0|0.01587301678955555|-12.0|0.3571428656578064
Faulty Hyperdrive:1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|0.0|1.0|0.0|0.5234375|4.0|1.0|0.0|1.0|0.0|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|1.0|0.0|0.4345879852771759|4.0|1.0|0.0|1.0|0.6363636255264282|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.6931818127632141|0.75|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|0.08620689809322357|0.0|0.0|0.0|0.0|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|1.0|0.35557058453559875|3.0|0.0|100.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|0.0|0.0|0.5397940278053284|1.0|0.0|0.658730149269104|100.0|100.0|0.0|1.0|0.0|2.0|64.0|1.0|14.0|3.0|0.0|0.8977272510528564|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|0.0|1.0|1.0|0.0|0.0|25.0|0.699999988079071|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.6269841194152832|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.6428571343421936|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.6507936716079712|1.0|0.0|1.0|0.0|2.0|0.0|0.0|0.0|0.0|-1.0|100.0|100.0|0.0|1.0|0.5703125|0.0|0.0|12.0|0.5397940278053284|0.0|0.0|12.0|0.0|1.0|0.35557058453559875|3.0|0.0|0.0|100.0|0.0|100.0|0.0|0.0|0.699999988079071|0.0|0.6953125
